"","peak_id","Feature","mz","ret","int","group_id","family_id","adducts","connected_to","keep_rep","status"
"1006","310","1373","299.1342","0.583","1,528.9","2","2_5_F1","2M+ACN+H; 2M+ACN+Na; 2M+H; 2M+K; 2M+NH4; M+2ACN+2H; M+2H; M+3H; M+ACN+H; M+ACN+Na; M+CH3OH+H; M+H; M+H+K; M+IsoProp+Na+H; M+K; M+Na","[1075, 1223, 1580]; [955]; [1472, 1580, 1581]; [1502]; [1159]; [1158]; [1580]; [1580]; [1075, 1580]; [1425, 955]; [1252, 1269, 1285]; [1472, 1580, 1581]; [1211]; [1311]; [1581]; [1580]","false","filtered"
"1007","342","1514","170.0815","0.593","1,487.8","2","2_5_F1","2M+3H2O+2H; 2M+Na; M+; M+2ACN+H; M+2H; M+2Na; M+2Na-H; M+3H; M+ACN+2H; M+ACN+Na; M+CH3OH+H; M+DMSO+H; M+H; M+H+NH4; M+H+Na; M+IsoProp+H; M+IsoProp+Na+H; M+Na","[1526]; [1345, 1449]; [1340, 1388]; [1174]; [1486]; [1449]; [1449, 1549]; [1470, 1472]; [1393]; [1449]; [1224, 1461]; [1345]; [1486]; [1479, 1580]; [1472]; [1340]; [1526]; [1449]","false","filtered"
"1008","347","1549","202.0392","0.605","1,402.7","2","2_5_F1","2M+ACN+H; 2M+ACN+Na; 2M+Na; M+; M+2K-H; M+2Na-H; M+DMSO+H; M+H; M+H+NH4; M+Na","[1260]; [1437]; [1419]; [1325, 1339]; [1514]; [1345, 1393]; [1526]; [1260]; [1325]; [1419, 1437]","false","filtered"
"1009","343","1632","321.0963","0.595","1,383.7","2","2_5_F1","2M+ACN+H; 2M+ACN+Na; 2M+K; M+; M+ACN+Na; M+CH3OH+H; M+H+K; M+IsoProp+Na+H; M+K; M+NH4","[1598]; [1470]; [1579]; [1310]; [1338, 1470]; [932]; [1461]; [1432]; [1579]; [1338]","false","filtered"
"1010","304","1419","218.0098","0.581","841.7","2","2_5_F1","2M+K; M+ACN+H; M+ACN+Na; M+K","[1549]; [1432]; [1388]; [1437, 1549]","false","filtered"
"1011","338","1644","215.1029","0.591","834.3","2","2_5_F1","2M+H; 2M+NH4; M+; M+2ACN+H; M+3ACN+2H; M+ACN+H; M+CH3OH+H; M+DMSO+H; M+H; M+H+NH4; M+IsoProp+H; M+IsoProp+Na+H; M+NH4","[1003, 1264, 925]; [1454, 954]; [1293]; [1047, 1175, 1622]; [1248, 1579]; [1003]; [1039, 1089, 1597]; [1164]; [1003]; [1189]; [1338, 844]; [1003]; [954]","false","filtered"
"1012","306","1470","275.1236","0.581","765.1","2","2_5_F1","2M+H; 2M+NH4; 2M+Na; M+2ACN+H; M+2Na-H; M+3ACN+2H; M+ACN+2H; M+ACN+H; M+CH3OH+H; M+DMSO+H; M+H+K; M+IsoProp+Na+H; M+NH4; M+Na","[1211, 1571]; [1223, 1632]; [1409, 1577]; [1236, 1340, 1388, 1432, 1454, 1486, 1741]; [1598]; [1311]; [1514]; [1089]; [1580]; [1452]; [1359, 1508]; [1393]; [1632]; [1577]","false","filtered"
"862","261","1261","360.1508","0.552","2,133,917.1","2","2_4_F1","2M+NH4; M+2ACN+H; M+CH3OH+H; M+H+NH4; M+IsoProp+H; M+IsoProp+Na+H; M+K; M+NH4","[1177, 1273, 828]; [1158, 998]; [1270]; [1280]; [925]; [1159, 1221, 956]; [1355]; [1177, 1251, 1273, 1280, 828, 855]","true","keep_rep"
"863","284","1224","138.0553","0.561","1,810,035.3","2","2_4_F1","2M+3H2O+2H; 2M+H; 2M+Na; M+; M+2ACN+H; M+2H; M+2Na; M+2Na-H; M+3ACN+2H; M+3H; M+3Na; M+ACN+2H; M+ACN+H; M+ACN+Na; M+DMSO+H; M+H; M+H+NH4; M+IsoProp+Na+H; M+K; M+Na","[1437]; [1087, 1109]; [1264, 825]; [1221, 1287, 572, 854]; [1221]; [1087, 1509, 955]; [1264]; [1264, 1445, 968]; [933]; [1087]; [1264]; [995]; [1087]; [1003, 1167, 1264, 925]; [1442, 1479, 825]; [1087, 1109, 1461, 1514]; [1338]; [1571]; [1109]; [1087, 1264]","false","filtered"
"864","285","1264","116.0712","0.562","926,805.9","2","2_4_F1","2M+H; M+; M+2ACN+2H; M+2H; M+2Na; M+3ACN+2H; M+3H; M+ACN+2H; M+ACN+H; M+ACN+Na; M+CH3OH+H; M+H; M+IsoProp+H; M+Na","[1224, 825]; [1221, 1287, 1293, 875]; [1003, 925]; [1224]; [1651, 997]; [1003, 1508, 1644, 925]; [1224]; [1002, 1258]; [1003, 1167, 1224, 925]; [796, 825]; [1409]; [1087, 1224]; [1221]; [1224, 1445]","false","filtered"
"865","225","1024","147.0768","0.537","910,365.6","2","2_4_F1","2M+3H2O+2H; 2M+ACN+H; 2M+H; 2M+NH4; 2M+Na; M+2H; M+3ACN+2H; M+3H; M+ACN+H; M+ACN+Na; M+CH3OH+H; M+H; M+H+2Na; M+H+K; M+H+NH4; M+H+Na; M+IsoProp+H; M+IsoProp+Na+H; M+K; M+NH4; M+Na","[1039, 1106]; [906, 933]; [933, 934]; [1355, 931]; [1260, 1265]; [1000, 1174, 933, 975]; [933]; [933]; [933]; [1248, 750]; [1213, 1340, 1345, 370, 832]; [1000, 1454, 855, 857, 933, 934]; [839]; [1000, 1047]; [1164]; [1001, 1159]; [921]; [1257]; [934]; [1248, 1355, 750, 931]; [1260, 1265, 933]","false","filtered"
"866","297","1355","130.0504","0.569","585,283.0","2","2_4_F1","2M+3H2O+2H; 2M+H; 2M+NH4; M+; M+2H; M+2Na; M+3H; M+3Na; M+ACN+2H; M+ACN+H; M+ACN+Na; M+CH3OH+H; M+DMSO+H; M+H; M+H+K; M+H+NH4; M+IsoProp+H; M+K; M+NH4; M+Na","[1106, 1174]; [1024, 931]; [1293]; [1211]; [1272, 931, 975]; [1257]; [931]; [1261]; [1359]; [1003, 931]; [1285]; [1221, 1287, 1393]; [1502]; [1024, 1248, 931]; [906]; [1039, 1254, 1461, 1509, 955]; [842]; [1477]; [1285]; [931]","false","filtered"
"867","198","1177","381.0802","0.524","348,280.1","2","2_4_F1","2M+H; 2M+K; M+2ACN+2H; M+2ACN+H; M+2K-H; M+2Na; M+2Na-H; M+ACN+H; M+CH3OH+H; M+DMSO+H; M+H; M+H+Na; M+K; M+NH4; M+Na","[855, 955]; [1261, 1273, 828]; [1259]; [855]; [1273]; [1259]; [855, 933, 975]; [855]; [1324, 1325]; [852, 907, 931]; [855]; [1259]; [1251, 1261, 1273, 1280, 828, 855]; [855]; [1259, 855]","false","filtered"
"868","218","965","258.1107","0.532","326,677.5","2","2_4_F1","2M+ACN+H; 2M+ACN+Na; 2M+H; 2M+NH4; 2M+Na; M+2ACN+H; M+2H; M+2Na; M+2Na-H; M+3ACN+2H; M+3H; M+ACN+H; M+ACN+Na; M+CH3OH+H; M+DMSO+H; M+H; M+IsoProp+Na+H; M+K; M+NH4; M+Na","[1047, 939]; [995]; [1075, 1223, 879, 939]; [1175, 1248, 1651, 750, 938, 997, 999]; [955]; [1047]; [1158, 939]; [1238]; [922]; [1189]; [939]; [1047, 939]; [995]; [1159, 1269, 1471, 999]; [1287, 572]; [1047, 1075, 879, 939]; [1005]; [879]; [1175, 1248, 1651, 750, 938, 997, 999]; [939, 955]","false","filtered"
"869","243","1254","325.1137","0.546","299,318.2","2","2_4_F1","2M+H; 2M+Na; M+2ACN+H; M+2H; M+2Na-H; M+ACN+H; M+ACN+Na; M+CH3OH+H; M+H; M+H+NH4; M+H+Na; M+IsoProp+Na+H; M+K; M+NH4; M+Na","[1260, 1272, 1287]; [1437]; [1260]; [1338]; [1163, 1260, 1437, 1547]; [1260]; [1437, 1597]; [941]; [1260, 1272]; [975]; [1338]; [1039, 1355, 1461, 1509, 955]; [1260, 1471]; [1260, 1598]; [1260, 1437, 1461]","false","filtered"
"870","263","906","133.0612","0.553","281,407.1","2","2_4_F1","2M+3H2O+2H; 2M+H; 2M+NH4; M+; M+2H; M+2Na; M+3H; M+ACN+H; M+ACN+Na; M+DMSO+H; M+H; M+H+K; M+H+NH4; M+K; M+NH4; M+Na","[1024, 933]; [1285, 875, 907]; [905]; [1842]; [1273, 875, 931]; [1355]; [1189, 875]; [875, 966]; [1182]; [1445]; [1622, 839, 854, 875, 907, 968]; [1477]; [1458]; [907]; [1182, 1213, 905, 954]; [875]","false","filtered"
"871","242","1285","145.0505","0.546","197,739.7","2","2_4_F1","2M+H; 2M+NH4; 2M+Na; M+; M+2ACN+2H; M+2H; M+2H+Na; M+2Na; M+2Na-H; M+3H; M+ACN+2H; M+CH3OH+H; M+DMSO+H; M+H; M+H+K; M+H+NH4; M+H+Na; M+NH4; M+Na","[1248, 750, 832, 930]; [842, 855, 875, 933]; [1047]; [1577]; [1269]; [1188, 1269, 1580]; [969]; [1269, 1471]; [1265, 1457]; [969]; [1000, 1269]; [1355, 855]; [1003, 1047, 1355, 875, 906, 907]; [1248, 1269, 750]; [1182, 1269, 1571]; [1017, 1269, 954, 999]; [1252, 1269, 1373]; [1622, 842, 855, 879, 933]; [1471]","false","filtered"
"872","193","933","169.0587","0.521","170,178.5","2","2_4_F1","2M+3H2O+2H; 2M+ACN+H; 2M+ACN+Na; 2M+H; 2M+NH4; 2M+Na; M+; M+2ACN+2H; M+2H; M+2Na; M+2Na-H; M+3ACN+2H; M+3H; M+3Na; M+ACN+2H; M+ACN+H; M+ACN+Na; M+CH3OH+H; M+H; M+H+K; M+H+NH4; M+H+Na; M+IsoProp+Na+H; M+K; M+NH4; M+Na","[1039, 1164]; [1285, 842, 855, 875]; [1024, 906]; [809, 855, 856]; [931]; [1024, 934]; [1024]; [947, 975]; [1177, 1338, 855, 975]; [1000, 1024, 1174, 975]; [1024, 1260, 1265]; [905, 955]; [855]; [1024, 371]; [975]; [1285, 842, 855]; [1024]; [332, 370]; [772, 855, 856, 975]; [1047, 1273, 1276, 975]; [975]; [975]; [1257, 839, 844, 907]; [856]; [1224, 931]; [1000, 1024, 855, 857, 934]","false","filtered"
"873","277","1257","127.0395","0.558","152,806.4","2","2_4_F1","2M+NH4; M+; M+2ACN+2H; M+3ACN+2H; M+ACN+2H; M+ACN+H; M+ACN+Na; M+H+K; M+H+NH4; M+H+Na; M+NH4; M+Na","[930]; [1236, 1624]; [839, 844, 859, 907, 996]; [844, 907]; [922]; [839, 844, 907, 933]; [1024]; [1003, 1355, 1359, 1508]; [1547, 1624]; [1425]; [1005, 930]; [1039]","false","filtered"
"874","230","1159","309.1295","0.540","139,003.7","2","2_4_F1","2M+3H2O+2H; 2M+ACN+H; 2M+H; 2M+K; 2M+Na; M+2H; M+3H; M+ACN+H; M+CH3OH+H; M+DMSO+H; M+H; M+H+NH4; M+IsoProp+Na+H; M+K; M+Na","[1175, 1252, 1373, 999]; [1000, 998]; [1000, 1001, 1445]; [1502]; [1167]; [1000]; [1000]; [1000]; [1221, 1261, 956]; [1239]; [1000, 1001]; [1276]; [1269, 965, 999]; [1001, 1024]; [1000]","false","filtered"
"875","257","1221","139.0575","0.551","135,152.1","2","2_4_F1","2M+H; 2M+K; 2M+NH4; 2M+Na; M+; M+2ACN+2H; M+2ACN+H; M+2H; M+2Na; M+2Na-H; M+3ACN+2H; M+3Na; M+ACN+2H; M+ACN+H; M+ACN+Na; M+CH3OH+H; M+H; M+H+K; M+H+NH4; M+H+Na; M+IsoProp+Na+H; M+K; M+NH4; M+Na","[1287, 1502, 572, 832]; [1265]; [1260, 934]; [1287, 1293, 1571]; [1272, 1445]; [1238, 956]; [1109, 1293]; [1159, 1261, 1287, 956]; [1293, 1477, 918, 956]; [1293]; [1109, 925]; [1293, 1345]; [1287, 956]; [1287, 1355, 1393]; [1293]; [1182, 966]; [1224, 1287, 572, 832, 956]; [956]; [1272, 1273, 882, 956]; [941, 956]; [1224, 1264, 931]; [1265]; [1260, 1479, 691, 842, 934]; [1264, 1287, 1293]","false","filtered"
"876","286","1287","180.0872","0.562","127,458.0","2","2_4_F1","2M+ACN+H; 2M+ACN+Na; 2M+H; 2M+K; 2M+NH4; M+2ACN+2H; M+2ACN+H; M+2H; M+2K-H; M+3ACN+2H; M+3H; M+ACN+H; M+ACN+Na; M+CH3OH+H; M+DMSO+H; M+H; M+H+K; M+H+NH4; M+IsoProp+H; M+IsoProp+Na+H; M+K; M+NH4; M+Na","[1221, 572, 832]; [1221, 1293, 1409, 1571, 875]; [572]; [1265]; [1260]; [1221]; [1221, 1355]; [572]; [1265]; [1221]; [572]; [1221, 1224, 572, 832]; [1221, 1264, 1293, 875]; [1182, 1622, 947, 966, 998]; [1664]; [572, 965]; [1445]; [1272]; [1571]; [1236, 1340, 1388]; [1265]; [1254, 1260, 1272]; [572]","false","filtered"
"877","298","1273","343.1243","0.570","123,119.2","2","2_4_F1","2M+H; M+2H; M+2Na-H; M+ACN+2H; M+ACN+H; M+DMSO+H; M+H; M+H+Na; M+IsoProp+Na+H; M+K; M+NH4","[1177, 1261]; [1251, 1280]; [933, 975]; [1251]; [1276]; [875, 906, 931]; [1177, 1251, 1261, 1280]; [1251, 1259]; [1221, 956]; [1177]; [1454]","false","filtered"
"878","236","1106","120.0661","0.544","111,560.1","2","2_4_F1","2M+H; 2M+NH4; M+2ACN+2H; M+2H; M+2H+Na; M+2Na; M+3ACN+2H; M+ACN+2H; M+ACN+H; M+CH3OH+H; M+H; M+H+K; M+H+Na; M+IsoProp+H; M+NH4; M+Na","[1024, 1039]; [1174, 1355]; [1213, 1357]; [1158]; [1449]; [1293, 1741]; [1167, 1213, 1263]; [1213]; [1213]; [1174, 930]; [1039, 1158, 954]; [1158, 1265]; [1090, 1238]; [1087]; [1174, 691]; [1167]","false","filtered"
"879","274","1182","148.0608","0.557","106,888.6","2","2_4_F1","2M+3H2O+2H; 2M+ACN+H; 2M+H; M+2ACN+2H; M+2H; M+2H+Na; M+2Na; M+2Na-H; M+3ACN+2H; M+3H; M+ACN+2H; M+ACN+H; M+ACN+Na; M+CH3OH+H; M+DMSO+H; M+H; M+H+K; M+H+NH4; M+H+Na; M+IsoProp+Na+H; M+K; M+NH4; M+Na","[1248, 825]; [966]; [1622, 966]; [998]; [947, 966, 998]; [1239]; [1285, 1571, 998]; [1331]; [907]; [966]; [1425, 1477, 998]; [1221, 966]; [1260, 1293]; [905, 906, 954]; [906]; [1287, 1622, 947, 966, 998]; [947, 998]; [998]; [1239, 1571, 998]; [966]; [1265]; [1260]; [966]","false","filtered"
"880","292","1260","163.0605","0.565","106,142.4","2","2_4_F1","2M+ACN+H; 2M+H; 2M+K; M+2ACN+2H; M+2ACN+H; M+2H; M+2Na; M+2Na-H; M+3ACN+2H; M+3H; M+ACN+2H; M+ACN+H; M+ACN+Na; M+CH3OH+H; M+DMSO+H; M+H; M+H+K; M+H+NH4; M+H+Na; M+K; M+Na","[1221]; [1287]; [1024, 1265]; [1254]; [1549]; [1254, 1272]; [1163, 1254, 1437, 1547]; [1075]; [1549]; [1223, 1651, 997]; [1254]; [1221]; [1293]; [1182]; [1182, 1293]; [1254, 1272, 1287]; [1254, 1471]; [1254, 1598]; [1254, 1437, 1461]; [1024, 1265, 933]; [1452, 1547]","false","filtered"
"881","259","1213","198.0977","0.552","102,725.4","2","2_4_F1","2M+3H2O+2H; 2M+ACN+H; 2M+NH4; M+; M+2ACN+H; M+2H; M+ACN+2H; M+ACN+H; M+CH3OH+H; M+H; M+H+NH4; M+H+Na; M+IsoProp+Na+H; M+NH4; M+Na","[1340]; [1106]; [1005, 859]; [1391]; [1106, 1167, 1263, 905, 906]; [1002, 1004, 1311]; [1002]; [1106, 1357, 1842]; [1526]; [1002, 1106, 1311]; [1236]; [1002]; [1024, 1340, 1345, 832]; [1005, 1486, 859]; [1345]","false","filtered"
"882","269","1258","104.0714","0.555","84,670.3","2","2_4_F1","M+2H; M+3ACN+2H; M+CH3OH+H; M+H; M+H+NH4; M+NH4","[1442]; [1248, 1664, 691]; [1526, 1652, 825]; [1479]; [1002, 1264]; [1526]","false","filtered"
"883","252","1269","289.0920","0.549","78,004.9","2","2_4_F1","2M+H; M+2ACN+2H; M+2ACN+H; M+2Na-H; M+3ACN+2H; M+3H; M+ACN+2H; M+ACN+H; M+ACN+Na; M+CH3OH+H; M+DMSO+H; M+H; M+IsoProp+Na+H; M+K; M+NH4; M+Na","[1248, 1285]; [1048]; [1285]; [1285, 1471]; [931]; [969]; [1158]; [1000, 1285]; [1159, 1471, 965, 999]; [1509, 1709, 938, 955]; [1509, 1622, 955, 995, 996]; [1188, 1285, 1580]; [1458, 878]; [1285, 1571]; [1285, 999]; [1252, 1285, 1373]","false","filtered"
"884","248","1089","266.1240","0.547","72,937.0","2","2_4_F1","2M+3H2O+2H; 2M+ACN+H; 2M+ACN+Na; 2M+H; 2M+NH4; M+2ACN+2H; M+2ACN+H; M+2H; M+3ACN+2H; M+3H; M+3Na; M+ACN+H; M+ACN+Na; M+CH3OH+H; M+DMSO+H; M+H; M+H+NH4; M+IsoProp+Na+H; M+K; M+NH4; M+Na","[1163, 1457, 1461, 1508, 1597, 1624]; [1454, 1458, 1647, 878]; [1454]; [878, 881]; [1741]; [1454, 1458]; [1454, 1458]; [878]; [1454]; [878]; [655]; [1454, 1458, 1647, 878]; [1454, 1458]; [1470, 1472]; [1236]; [878, 881]; [1359]; [1039, 1597, 1644]; [1239, 881]; [1090, 1270, 1741]; [878]","false","filtered"
"885","227","875","155.0442","0.538","72,594.1","2","2_4_F1","2M+3H2O+2H; 2M+ACN+H; 2M+H; 2M+K; 2M+Na; M+; M+2H; M+2Na; M+2Na-H; M+3H; M+3Na; M+ACN+H; M+ACN+Na; M+CH3OH+H; M+DMSO+H; M+H; M+H+K; M+H+Na; M+IsoProp+Na+H; M+K; M+NH4; M+Na","[1285, 842, 855, 933]; [854]; [844, 854]; [1287, 1409, 1571]; [1285, 906, 907]; [947]; [852, 854]; [1273, 906, 931]; [906]; [854]; [1189, 906]; [854]; [906, 966]; [1039, 691]; [1164]; [1338, 844, 852, 854, 995]; [1477, 852, 976]; [828]; [968]; [1264, 1287, 844]; [966]; [839, 854, 906, 907, 968]","false","filtered"
"886","281","934","185.0320","0.560","67,013.0","2","2_4_F1","2M+ACN+H; 2M+ACN+Na; 2M+H; 2M+K; M+2ACN+2H; M+2ACN+H; M+2H; M+2H+Na; M+2K-H; M+3H; M+3Na; M+ACN+H; M+ACN+Na; M+H; M+H+K; M+H+Na; M+K; M+Na","[842, 856, 907]; [1221]; [856, 857]; [1024, 933]; [842]; [842]; [856]; [1598]; [1024]; [856]; [1647]; [842, 856]; [1221, 1479, 691, 842]; [1647, 856, 857]; [1174, 1324]; [1300]; [1024, 1454, 855, 857, 933]; [856]","false","filtered"
"887","238","1189","475.1776","0.544","65,171.8","2","2_4_F1","2M+H; 2M+K; M+ACN+Na; M+DMSO+H; M+IsoProp+Na+H","[1235]; [1175, 1651, 997]; [1644]; [875, 906]; [965]","false","filtered"
"888","290","1276","362.1562","0.563","65,045.8","2","2_4_F1","2M+ACN+Na; 2M+NH4; M+; M+3ACN+2H; M+ACN+Na; M+DMSO+H; M+IsoProp+H; M+IsoProp+Na+H; M+NH4","[1047, 975]; [1188, 1252]; [1479]; [1159]; [1047, 933, 975]; [1472]; [1273]; [930]; [1188, 1252, 1442]","false","filtered"
"889","276","1311","458.1873","0.557","63,439.7","2","2_4_F1","2M+3H2O+2H; 2M+ACN+H; 2M+ACN+Na; 2M+NH4; M+; M+2ACN+2H; M+2ACN+H; M+2K-H; M+3ACN+2H; M+ACN+H; M+ACN+Na; M+CH3OH+H; M+DMSO+H","[1373]; [1002, 1004, 1127, 905, 969]; [1002, 1213]; [1437]; [1179]; [1002, 1004]; [1002, 1004]; [1047]; [1002]; [1002, 1004, 1127, 969]; [1002, 1004, 1213]; [1470]; [1486]","false","filtered"
"890","229","1158","277.0900","0.540","59,177.3","2","2_4_F1","2M+3H2O+2H; 2M+ACN+H; 2M+ACN+Na; 2M+H; 2M+K; 2M+Na; M+; M+2H; M+2K-H; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+CH3OH+H; M+DMSO+H; M+H+K; M+H+NH4; M+K; M+NH4; M+Na","[1577]; [1651, 997]; [1238]; [832, 999]; [1039, 1106, 1211, 954]; [1090, 1175, 1238, 1239]; [1261, 998]; [879]; [1106, 1265, 1331]; [1238, 955]; [1238, 1293, 1741]; [1238]; [1238]; [1270, 1579]; [1175, 1432]; [1373, 965]; [1269]; [1106, 1211]; [930]; [1090, 1238, 1239]","false","filtered"
"891","240","1200","307.1016","0.545","53,063.7","2","2_4_F1","2M+3H2O+2H; 2M+ACN+H; 2M+ACN+Na; 2M+K; 2M+NH4; 2M+Na; M+2ACN+2H; M+2H; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+DMSO+H; M+H+NH4; M+H+Na; M+IsoProp+H; M+K; M+NH4; M+Na","[1580]; [941]; [1223]; [1167, 1357, 954]; [1000, 922]; [1211, 1223]; [1624]; [691]; [1223, 999]; [1223, 1459, 930, 976]; [1223]; [1223]; [832]; [1547]; [691]; [1526]; [1167]; [1000, 1174, 922]; [1211, 1223]","false","filtered"
"892","283","1248","162.0765","0.561","46,462.8","2","2_4_F1","2M+ACN+H; 2M+NH4; M+2ACN+2H; M+2H; M+2Na; M+2Na-H; M+3ACN+2H; M+ACN+2H; M+ACN+H; M+CH3OH+H; M+DMSO+H; M+H; M+H+K; M+H+NH4; M+H+Na; M+IsoProp+Na+H; M+NH4","[1182, 825]; [1285, 832, 930]; [1175, 1179, 1547, 1651, 1709, 938, 965, 997, 999]; [1188, 1252]; [1164]; [832]; [1175, 1651, 997]; [1047, 1175, 1252, 1425, 976, 999]; [1175, 1651, 1709, 938, 965, 997, 999]; [1024, 1355, 931]; [1024, 1258, 691]; [1252, 825]; [1664]; [1579, 1644]; [1252, 1442]; [954]; [1269, 1285]","false","filtered"
"893","210","995","233.0634","0.530","45,668.3","2","2_4_F1","2M+H; 2M+K; 2M+NH4; 2M+Na; M+; M+2H; M+2H+Na; M+3ACN+2H; M+3Na; M+ACN+2H; M+ACN+H; M+CH3OH+H; M+DMSO+H; M+H; M+H+K; M+IsoProp+Na+H; M+K; M+NH4; M+Na","[879, 955]; [965]; [938]; [955, 996]; [1224]; [1017, 955]; [1251]; [1300]; [1270]; [955]; [955]; [938]; [844, 854, 875]; [879, 955]; [1238]; [855]; [965]; [938]; [1269, 955, 996]","false","filtered"
"894","291","1251","707.2250","0.565","45,651.1","2","2_4_F1","2M+Na; M+2K-H; M+2Na-H; M+ACN+Na; M+CH3OH+H; M+DMSO+H; M+Na","[1177, 1261, 1273, 1280]; [1472]; [1273]; [1273]; [995]; [1581]; [1273, 1280]","false","filtered"
"895","217","1004","439.1428","0.530","42,152.6","2","2_4_F1","2M+ACN+Na; 2M+Na; M+; M+2ACN+2H; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+CH3OH+H; M+DMSO+H; M+Na","[1002]; [1002, 1127, 1311, 905, 969]; [1175, 1179]; [1324]; [1002, 1311]; [1002, 1213, 1311]; [1002]; [1002, 1311]; [1388]; [859]; [1002, 1127, 1311, 969]","false","filtered"
"896","287","1338","336.0961","0.563","38,245.9","2","2_4_F1","2M+3H2O+2H; 2M+ACN+H; 2M+ACN+Na; 2M+NH4; M+; M+2ACN+2H; M+2ACN+H; M+2H; M+2Na; M+ACN+H; M+ACN+Na; M+CH3OH+H; M+DMSO+H; M+H+Na; M+IsoProp+H; M+NH4; M+Na","[1644, 844, 875]; [1477]; [1452]; [1087]; [933, 975]; [1005]; [1581]; [1001]; [1254]; [932]; [1579]; [1632]; [1224, 1632]; [1001, 1254]; [1090]; [1087]; [1452]","false","filtered"
"897","232","1175","282.1188","0.542","36,542.6","2","2_4_F1","2M+3H2O+2H; 2M+ACN+H; 2M+H; 2M+NH4; M+2ACN+2H; M+2ACN+H; M+2H; M+2Na; M+2Na-H; M+3ACN+2H; M+3H; M+ACN+2H; M+ACN+H; M+ACN+Na; M+DMSO+H; M+H; M+H+K; M+H+NH4; M+H+Na; M+IsoProp+H; M+IsoProp+Na+H; M+NH4; M+Na","[1090, 1158, 1238, 1239]; [1248, 1651, 1709, 750, 938, 965, 997, 999]; [1159, 1252, 999]; [1047, 1644]; [1179, 1651, 976, 997]; [1248, 1651, 750, 997]; [976, 999]; [976]; [1472]; [1004, 1179]; [999]; [1179, 976]; [1179, 1248, 1547, 1651, 1709, 750, 938, 965, 997, 999]; [1189, 1651, 997]; [1471]; [1047, 1248, 1252, 750, 976, 999]; [1223, 976]; [976]; [976]; [986]; [1158, 1432, 986]; [918]; [999]","false","filtered"
"898","197","1188","367.1113","0.524","35,268.9","2","2_4_F1","2M+ACN+Na; 2M+H; 2M+Na; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+DMSO+H; M+IsoProp+H; M+IsoProp+Na+H; M+Na","[1000, 1252, 999]; [751]; [1252, 1276]; [1252]; [1248, 1252, 750]; [1252]; [1252, 999]; [1269, 1285, 947]; [1109]; [930]; [1252, 1276]","false","filtered"
"899","209","691","205.0688","0.530","33,203.6","2","2_4_F1","2M+3H2O+2H; 2M+H; 2M+K; 2M+NH4; 2M+Na; M+2ACN+H; M+2H; M+2H+Na; M+2Na; M+3ACN+2H; M+3H; M+3Na; M+ACN+2H; M+ACN+H; M+CH3OH+H; M+DMSO+H; M+H; M+H+K; M+H+NH4; M+IsoProp+Na+H; M+NH4; M+Na","[370]; [1106, 770]; [1248, 1258, 750]; [1388]; [1236, 770, 986]; [1039, 875]; [770]; [1200]; [572]; [931]; [1200]; [1223]; [1340, 770]; [770]; [871, 921]; [1164, 1236, 907]; [770, 996]; [1127]; [969]; [1221, 842, 934]; [1263, 1741]; [770, 986]","false","filtered"
"900","295","1325","427.0775","0.568","32,580.9","2","2_4_F1","2M+Na; M+ACN+H; M+CH3OH+H; M+DMSO+H; M+Na","[1339, 1549]; [1549]; [969]; [1177, 1324]; [1339]","false","filtered"
"901","224","1090","293.0636","0.536","32,546.8","2","2_4_F1","2M+ACN+H; 2M+ACN+Na; 2M+K; 2M+Na; M+2K-H; M+2Na; M+2Na-H; M+3Na; M+ACN+Na; M+DMSO+H; M+H+K; M+H+Na; M+K; M+NH4; M+Na","[1709, 938]; [1458, 1741]; [1158, 1175, 1238, 1239]; [1741, 878, 921]; [1106, 1238]; [1741, 922]; [1089, 1270, 1741]; [1741]; [1458, 1741]; [1388, 1432, 1458]; [879, 955]; [882]; [1158, 1238, 1239]; [1338]; [1741, 878]","false","filtered"
"902","279","998","295.1172","0.560","31,598.9","2","2_4_F1","2M+3H2O+2H; 2M+H; 2M+Na; M+2ACN+H; M+2Na-H; M+ACN+H; M+DMSO+H; M+H; M+IsoProp+Na+H; M+K; M+NH4; M+Na","[1000, 1159, 1223]; [1182, 1287, 1622, 947, 966]; [1477]; [1182]; [1182]; [1182, 1425, 1477]; [1047]; [1182, 947, 966]; [1239, 1622]; [1182, 947]; [1158, 1182, 1261]; [1182, 1239]","false","filtered"
"903","247","1179","522.2041","0.547","26,673.5","2","2_4_F1","2M+ACN+H; 2M+ACN+Na; 2M+H; 2M+NH4; 2M+Na; M+2ACN+2H; M+2ACN+H; M+2H; M+ACN+2H; M+ACN+H; M+ACN+Na; M+H; M+NH4; M+Na","[1175, 1248, 1651, 1709, 750, 938, 997, 999]; [1459]; [976]; [1017, 1048, 1223]; [976]; [1580]; [1004, 1175]; [976]; [976]; [1175, 1651, 976, 997]; [1311]; [1175, 976]; [1017, 1048]; [976]","false","filtered"
