"","Feature","mz","rt","intensity","iso_group","status","shift"
"737","737","180.0595","9.628","2,459,557.9","74","filtered","C13*1 (z=1)"
"749","749","181.0603","9.628","409,832.5","74","filtered","none"
"716","716","178.8443","6.239","607,163.7","73","keep_rep","C13*1 (z=1)"
"731","731","179.8445","6.239","59,195.2","73","filtered","none"
"708","708","178.0511","3.225","4,335,347.1","72","keep_rep","C13*1 (z=1)"
"726","726","179.0543","3.225","392,718.1","72","filtered","none"
"705","705","177.8601","6.817","1,784,817.5","71","filtered","C13*1 (z=1)"
"717","717","178.8591","6.817","1,750,480.4","71","filtered","C13*1 (z=1)"
"732","732","179.8571","6.817","453,486.0","71","filtered","C13*1 (z=1)"
"733","733","179.8603","6.817","966,222.4","71","filtered","C13*1 (z=1)"
"743","743","180.8560","6.817","561,183.0","71","filtered","C13*1 (z=1)"
"744","744","180.8596","6.817","2,714,369.2","71","keep_rep","none"
"752","752","181.8573","6.816","342,452.8","71","filtered","C13*1 (z=1)"
"759","759","182.8566","6.816","881,725.1","71","filtered","none"
"760","760","182.8616","6.817","1,066,425.0","71","filtered","none"
"702","702","176.9360","9.651","100,486,952.9","70","keep_rep","C13*1 (z=1)"
"706","706","177.9402","9.651","238,991.1","70","filtered","C13*1 (z=1)"
"723","723","178.9402","9.651","1,415,516.5","70","filtered","none"
"672","672","174.0407","8.868","51,250,694.5","69","keep_rep","C13*1 (z=1)"
"687","687","175.0379","8.868","171,700.6","69","filtered","C13*1 (z=1)"
"688","688","175.0441","8.868","3,367,727.6","69","filtered","C13*1 (z=1)"
"694","694","176.0447","8.868","461,239.1","69","filtered","none"
"668","668","173.1045","14.090","15,053,613.9","68","keep_rep","C13*1 (z=1)"
"675","675","174.1078","14.090","948,557.6","68","filtered","C13*1 (z=1)"
"690","690","175.1086","14.090","36,447.4","68","filtered","none"
"637","637","171.0065","8.026","83,956,175.8","67","keep_rep","C13*1 (z=1)"
"654","654","172.0098","8.024","2,799,631.3","67","filtered","C13*1 (z=1)"
"664","664","173.0105","8.027","990,479.2","67","filtered","none"
"617","617","168.9813","10.430","9,709,190.8","66","keep_rep","C13*1 (z=1)"
"625","625","169.9808","10.429","65,674.8","66","filtered","none"
"626","626","169.9847","10.430","300,969.8","66","filtered","none"
"590","590","164.0719","4.179","15,478,086.2","65","keep_rep","C13*1 (z=1)"
"595","595","165.0751","4.179","1,443,726.3","65","filtered","none"
"580","580","163.0614","7.345","2,930,076.7","64","keep_rep","C13*1 (z=1)"
"589","589","164.0646","7.335","166,827.1","64","filtered","none"
"574","574","162.9602","16.071","227,017,897.3","63","keep_rep","C13*1 (z=1)"
"585","585","163.9635","16.071","2,451,722.7","63","filtered","C13*1 (z=1)"
"592","592","164.9643","16.071","2,133,824.4","63","filtered","none"
"560","560","161.0456","9.628","3,355,742.0","62","keep_rep","C13*1 (z=1)"
"569","569","162.0489","9.628","185,815.3","62","filtered","none"
"558","558","160.9495","16.507","15,958,024.5","61","keep_rep","C13*1 (z=1)"
"565","565","161.9529","16.507","336,918.2","61","filtered","none"
"553","553","160.0617","3.809","3,217,541.1","60","keep_rep","C13*1 (z=1)"
"562","562","161.0650","3.809","190,666.4","60","filtered","none"
"552","552","160.0616","8.846","4,751,540.6","59","keep_rep","C13*1 (z=1)"
"563","563","161.0649","8.846","272,822.9","59","filtered","none"
"533","533","157.0133","4.111","2,193,456.7","58","keep_rep","C13*1 (z=1)"
"540","540","158.0166","4.111","104,345.8","58","filtered","none"
"530","530","156.9521","16.385","13,205,894.3","57","keep_rep","C13*1 (z=1)"
"539","539","157.9555","16.385","131,168.3","57","filtered","C13*1 (z=1)"
"547","547","158.9562","16.385","109,966.2","57","filtered","none"
"516","516","155.0100","4.533","617,886.9","56","keep_rep","C13*1 (z=1)"
"522","522","156.0132","4.532","34,044.4","56","filtered","none"
"512","512","154.9156","16.483","14,703,651.1","55","keep_rep","C13*1 (z=1)"
"520","520","155.9190","16.483","146,253.6","55","filtered","none"
"507","507","154.0122","8.981","1,961,530.8","54","keep_rep","C13*1 (z=1)"
"517","517","155.0157","8.981","67,091.6","54","filtered","none"
"499","499","152.9960","5.815","1,705,364.9","53","keep_rep","C13*1 (z=1)"
"506","506","153.9993","5.815","39,656.6","53","filtered","none"
"500","500","152.9959","8.046","3,860,705.3","52","keep_rep","C13*1 (z=1)"
"505","505","153.9991","8.045","103,911.7","52","filtered","none"
"492","492","152.5346","8.521","4,060,691.6","51","keep_rep","C13*1 (z=2)"
"502","502","153.0364","8.521","365,537.0","51","filtered","none"
"485","485","151.0613","6.400","2,100,787.2","50","keep_rep","C13*1 (z=1)"
"490","490","152.0647","6.400","98,882.2","50","filtered","none"
"472","472","150.0422","5.815","2,938,988.6","49","keep_rep","C13*1 (z=1)"
"484","484","151.0456","5.815","147,257.5","49","filtered","none"
"469","469","150.0173","4.579","2,660,321.8","48","keep_rep","C13*1 (z=1)"
"479","479","151.0207","4.578","127,031.9","48","filtered","none"
"452","452","148.0439","5.445","3,843,972.9","47","keep_rep","C13*1 (z=1)"
"465","465","149.0472","5.445","196,702.1","47","filtered","none"
"444","444","147.0453","4.179","1,006,796.0","46","keep_rep","C13*1 (z=1)"
"453","453","148.0486","4.180","79,025.4","46","filtered","none"
"441","441","147.0300","9.235","4,329,611.9","45","keep_rep","C13*1 (z=1)"
"451","451","148.0334","9.235","216,025.3","45","filtered","none"
"431","431","146.0651","8.432","1,502,934.0","44","keep_rep","C13*1 (z=1)"
"447","447","147.0661","8.432","167,351.0","44","filtered","none"
"428","428","146.0460","5.047","28,248,825.1","43","keep_rep","C13*1 (z=1)"
"443","443","147.0431","5.047","79,330.0","43","filtered","C13*1 (z=1)"
"446","446","147.0493","5.047","1,564,683.8","43","filtered","C13*1 (z=1)"
"455","455","148.0502","5.047","208,647.3","43","filtered","none"
"429","429","146.0459","8.649","547,162,777.6","42","keep_rep","C13*1 (z=1)"
"442","442","147.0431","8.649","2,016,032.6","42","filtered","C13*1 (z=1)"
"445","445","147.0491","8.649","31,578,588.9","42","filtered","C13*1 (z=1)"
"454","454","148.0500","8.649","4,452,797.8","42","filtered","C13*1 (z=1)"
"456","456","148.0525","8.649","443,057.3","42","filtered","none"
"466","466","149.0530","8.649","236,088.6","42","filtered","none"
"415","415","145.0984","13.584","1,629,997.5","41","keep_rep","C13*1 (z=1)"
"435","435","146.1018","13.584","94,556.4","41","filtered","none"
"412","412","145.0507","1.485","5,420,673.6","40","keep_rep","C13*1 (z=1)"
"430","430","146.0541","1.485","331,897.7","40","filtered","none"
"408","408","144.9755","16.071","5,404,946.5","39","keep_rep","C13*1 (z=1)"
"417","417","145.9836","16.063","910,098.0","39","filtered","none"
"380","380","140.9782","16.071","139,681,969.5","38","keep_rep","C13*1 (z=1)"
"388","388","141.9815","16.071","1,565,375.1","38","filtered","C13*1 (z=1)"
"394","394","142.9823","16.071","1,406,473.3","38","filtered","none"
"374","374","140.0119","9.492","23,770,637.6","37","keep_rep","C13*1 (z=1)"
"384","384","141.0090","9.491","62,559.0","37","filtered","C13*1 (z=1)"
"385","385","141.0153","9.491","501,245.3","37","filtered","C13*1 (z=1)"
"389","389","142.0161","9.491","173,979.0","37","filtered","none"
"350","350","136.0283","4.088","367,155.0","36","keep_rep","C13*1 (z=1)"
"362","362","137.0315","4.089","11,690.0","36","filtered","none"
"341","341","135.0313","4.088","26,795,659.8","35","keep_rep","C13*1 (z=1)"
"352","352","136.0346","4.090","1,456,990.7","35","filtered","C13*1 (z=1)"
"365","365","137.0380","4.090","21,391.8","35","filtered","none"
"340","340","135.0300","6.724","11,846,816.4","34","keep_rep","C13*1 (z=1)"
"351","351","136.0332","6.724","485,805.8","34","filtered","none"
"331","331","134.8948","6.607","59,775,019.6","33","keep_rep","C13*1 (z=1)"
"349","349","135.8948","6.607","6,794,858.0","33","filtered","none"
"324","324","134.0473","2.765","8,447,113.6","32","keep_rep","C13*1 (z=1)"
"345","345","135.0506","2.765","444,238.1","32","filtered","none"
"317","317","133.0659","1.485","4,883,145.6","31","keep_rep","C13*1 (z=1)"
"327","327","134.0693","1.485","482,047.1","31","filtered","none"
"311","311","133.0143","9.769","26,835,786.9","30","keep_rep","C13*1 (z=1)"
"319","319","134.0176","9.769","1,161,831.0","30","filtered","C13*1 (z=1)"
"339","339","135.0185","9.769","250,747.3","30","filtered","none"
"293","293","132.0302","8.913","199,242,428.5","29","keep_rep","C13*1 (z=1)"
"314","314","133.0273","8.913","677,169.6","29","filtered","C13*1 (z=1)"
"315","315","133.0335","8.913","8,990,167.6","29","filtered","C13*1 (z=1)"
"322","322","134.0344","8.913","1,648,893.7","29","filtered","C13*1 (z=1)"
"323","323","134.0369","8.922","131,503.5","29","filtered","C13*1 (z=1)"
"343","343","135.0377","8.914","62,589.2","29","filtered","none"
"286","286","131.0827","14.090","5,965,668.9","28","keep_rep","C13*1 (z=1)"
"299","299","132.0861","14.090","333,170.1","28","filtered","none"
"282","282","131.0462","8.628","15,644,732.7","27","keep_rep","C13*1 (z=1)"
"295","295","132.0496","8.628","585,062.7","27","filtered","none"
"280","280","130.8893","6.887","1,472,909.8","26","keep_rep","C13*1 (z=1)"
"289","289","131.8901","6.887","160,028.8","26","filtered","none"
"276","276","130.0874","4.696","38,816,554.6","25","keep_rep","C13*1 (z=1)"
"288","288","131.0907","4.696","2,639,051.4","25","filtered","none"
"274","274","130.0510","3.434","1,545,794.2","24","keep_rep","C13*1 (z=1)"
"285","285","131.0544","3.434","70,457.1","24","filtered","none"
"272","272","130.0510","7.957","25,992,745.4","23","keep_rep","C13*1 (z=1)"
"284","284","131.0543","7.957","1,370,822.5","23","filtered","none"
"258","258","128.8923","6.887","1,283,645.8","22","keep_rep","C13*1 (z=1)"
"267","267","129.8930","6.887","155,151.3","22","filtered","none"
"252","252","128.0354","4.579","105,949,474.8","21","keep_rep","C13*1 (z=1)"
"262","262","129.0324","4.579","370,017.9","21","filtered","C13*1 (z=1)"
"264","264","129.0387","4.579","5,927,506.2","21","filtered","C13*1 (z=1)"
"269","269","130.0396","4.579","645,393.3","21","filtered","none"
"270","270","130.0420","4.579","112,917.6","21","filtered","none"
"251","251","128.0354","8.649","96,712,521.6","20","keep_rep","C13*1 (z=1)"
"261","261","129.0325","8.649","320,271.4","20","filtered","C13*1 (z=1)"
"263","263","129.0387","8.649","5,409,265.7","20","filtered","C13*1 (z=1)"
"268","268","130.0395","8.649","561,147.7","20","filtered","none"
"225","225","124.0074","8.127","38,666,129.5","19","keep_rep","C13*1 (z=1)"
"231","231","125.0068","8.135","287,071.5","19","filtered","C13*1 (z=1)"
"232","232","125.0107","8.135","827,715.1","19","filtered","C13*1 (z=1)"
"240","240","126.0117","8.127","224,026.4","19","filtered","none"
"217","217","122.9676","16.071","183,877,680.0","18","keep_rep","C13*1 (z=1)"
"224","224","123.9708","16.071","1,957,396.2","18","filtered","C13*1 (z=1)"
"227","227","124.9718","16.071","1,499,167.8","18","filtered","none"
"199","199","118.0510","7.935","19,441,680.4","17","keep_rep","C13*1 (z=1)"
"206","206","119.0480","7.935","59,387.8","17","filtered","C13*1 (z=1)"
"208","208","119.0543","7.935","823,094.2","17","filtered","C13*1 (z=1)"
"210","210","120.0552","7.935","102,897.6","17","filtered","none"
"188","188","117.0194","9.211","3,919,240.5","16","keep_rep","C13*1 (z=1)"
"198","198","118.0227","9.212","153,067.1","16","filtered","none"
"185","185","116.9596","16.506","60,141,858.7","15","keep_rep","C13*1 (z=1)"
"197","197","117.9629","16.507","653,618.5","15","filtered","none"
"181","181","116.0718","6.238","6,913,719.6","14","keep_rep","C13*1 (z=1)"
"192","192","117.0751","6.239","355,957.6","14","filtered","none"
"176","176","116.0354","5.047","1,868,778.3","13","keep_rep","C13*1 (z=1)"
"190","190","117.0387","5.047","60,851.5","13","filtered","none"
"164","164","115.0401","1.485","3,333,160.9","12","keep_rep","C13*1 (z=1)"
"178","178","116.0434","1.485","155,895.1","12","filtered","none"
"162","162","115.0037","9.769","3,743,191.2","11","keep_rep","C13*1 (z=1)"
"175","175","116.0070","9.769","124,723.2","11","filtered","none"
"159","159","114.0561","6.446","33,988,394.1","10","keep_rep","C13*1 (z=1)"
"167","167","115.0531","6.446","104,688.3","10","filtered","C13*1 (z=1)"
"168","168","115.0594","6.446","1,840,066.8","10","filtered","C13*1 (z=1)"
"180","180","116.0603","6.446","121,048.9","10","filtered","none"
"154","154","113.0357","8.628","3,726,694.4","9","keep_rep","C13*1 (z=1)"
"158","158","114.0389","8.628","124,985.5","9","filtered","none"
"115","115","104.0353","8.890","3,383,401.8","8","keep_rep","C13*1 (z=1)"
"118","118","105.0386","8.890","89,172.8","8","filtered","none"
"110","110","102.0560","8.649","44,094,149.3","7","keep_rep","C13*1 (z=1)"
"114","114","103.0594","8.649","1,949,456.9","7","filtered","C13*1 (z=1)"
"117","117","104.0603","8.649","177,020.6","7","filtered","none"
"78","78","96.9696","9.650","341,850,543.3","6","keep_rep","C13*1 (z=1)"
"85","85","97.9737","9.651","512,529.6","6","filtered","C13*1 (z=1)"
"94","94","98.9738","9.651","2,994,478.1","6","filtered","none"
"76","76","96.9602","10.853","60,782,909.5","5","keep_rep","C13*1 (z=1)"
"84","84","97.9595","10.853","502,065.4","5","filtered","C13*1 (z=1)"
"92","92","98.9644","10.853","563,165.2","5","filtered","none"
"53","53","89.0245","3.879","78,351,819.2","4","keep_rep","C13*1 (z=1)"
"58","58","90.0278","3.879","2,623,212.5","4","filtered","C13*1 (z=1)"
"62","62","91.0287","3.879","505,382.6","4","filtered","none"
"48","48","88.0404","8.913","14,278,296.4","3","keep_rep","C13*1 (z=1)"
"55","55","89.0438","8.913","416,473.7","3","filtered","none"
"37","37","85.0295","1.485","4,386,128.1","2","keep_rep","C13*1 (z=1)"
"40","40","86.0328","1.485","162,899.6","2","filtered","none"
"13","13","75.0086","2.383","28,713,660.5","1","keep_rep","C13*1 (z=1)"
"15","15","76.0119","2.383","993,564.0","1","filtered","C13*1 (z=1)"
"16","16","77.0128","2.383","393,521.5","1","filtered","none"
"1","1","72.0088","7.934","295,986.5","","kept","none"
"2","2","72.0088","8.890","100,152.8","","kept","none"
"3","3","72.9429","6.910","58,239.1","","kept","none"
"4","4","72.9527","16.507","71,541.0","","kept","none"
"5","5","72.9695","16.507","25,944,313.7","","kept","none"
"6","6","72.9862","16.507","72,456.0","","kept","none"
"7","7","73.0292","7.334","137,114.6","","kept","none"
"8","8","73.0292","9.212","238,720.3","","kept","none"
"9","9","74.0245","8.757","1,471,799.2","","kept","none"
"10","10","74.0245","5.047","1,465,701.5","","kept","none"
"11","11","74.9676","16.507","2,545,427.0","","kept","none"
"12","12","74.9737","16.507","91,126.4","","kept","none"
"14","14","75.0086","6.700","295,897.4","","kept","none"
"17","17","78.9188","6.239","2,744,195.5","","kept","none"
"18","18","78.9400","9.651","316,481.9","","kept","none"
"19","19","78.9445","9.651","126,997.9","","kept","none"
"20","20","78.9589","8.823","49,028,974.4","","kept","none"
"21","21","78.9589","6.841","2,305,603.5","","kept","none"
"22","22","78.9733","9.651","123,741.5","","kept","none"
"23","23","78.9778","9.651","319,378.0","","kept","none"
"24","24","79.9571","8.135","538,373.6","","kept","none"
"25","25","79.9568","2.698","527,992.3","","kept","none"
"26","26","80.0116","16.071","913,203.1","","kept","none"
"27","27","80.9168","6.239","3,006,246.3","","kept","none"
"28","28","80.9632","9.651","648,847.6","","kept","none"
"29","29","81.0457","5.711","24,470.3","","kept","none"
"30","30","82.9541","3.458","1,741,123.0","","kept","none"
"31","31","82.9745","16.071","2,132,871.8","","kept","none"
"32","32","83.0138","7.335","72,594.5","","kept","none"
"33","33","84.0455","5.069","259,852.2","","kept","none"
"34","34","84.0454","8.628","185,605.0","","kept","none"
"35","35","84.0454","7.236","60,357.3","","kept","none"
"36","36","84.9512","3.458","605,136.9","","kept","none"
"38","38","85.0295","10.853","337,926.7","","kept","none"
"39","39","85.0295","7.338","384,147.1","","kept","none"
"41","41","87.0088","3.156","1,685,143.4","","kept","none"
"42","42","87.0088","9.628","411,759.2","","kept","none"
"43","43","87.0452","2.810","675,713.3","","kept","none"
"44","44","87.0452","1.505","895,193.8","","kept","none"
"45","45","87.9727","6.934","39,683.6","","kept","none"
"46","46","88.0122","3.167","42,681.7","","kept","none"
"47","47","88.0404","8.024","3,726,313.9","","kept","none"
"49","49","88.0405","3.411","789,380.4","","kept","none"
"50","50","88.9881","10.758","792,079.8","","kept","none"
"51","51","89.0019","3.879","204,604.6","","kept","none"
"52","52","89.0072","3.879","69,760.2","","kept","none"
"54","54","89.0245","7.330","1,066,199.9","","kept","none"
"56","56","89.0471","3.879","204,070.3","","kept","none"
"57","57","89.9257","8.981","93,590.0","","kept","none"
"59","59","90.9714","10.196","2,208,188.5","","kept","none"
"60","60","90.9715","15.564","3,366,994.6","","kept","none"
"61","61","91.0221","2.608","3,638,917.5","","kept","none"
"63","63","91.0302","5.676","22,919.9","","kept","none"
"64","64","91.0401","4.066","135,382.5","","kept","none"
"65","65","92.0255","4.088","179,260.8","","kept","none"
"66","66","92.9281","6.840","11,732,038.6","","kept","none"
"67","67","94.9251","6.840","8,796,896.4","","kept","none"
"68","68","94.9931","15.595","2,153,843.6","","kept","none"
"69","69","95.0251","8.628","437,671.7","","kept","none"
"70","70","95.9618","8.825","1,008,330.6","","kept","none"
"71","71","95.9858","16.507","5,476,393.5","","kept","none"
"72","72","96.9222","6.840","1,562,004.2","","kept","none"
"73","73","96.9406","10.849","36,272.2","","kept","none"
"74","74","96.9439","9.651","876,288.0","","kept","none"
"75","75","96.9499","9.651","313,334.5","","kept","none"
"77","77","96.9606","9.792","27,800,396.4","","kept","none"
"79","79","96.9858","10.830","115,414.3","","kept","none"
"80","80","96.9883","16.071","11,317,807.4","","kept","none"
"81","81","96.9953","9.651","871,523.1","","kept","none"
"82","82","97.0295","1.485","2,815,143.9","","kept","none"
"83","83","97.0295","7.338","107,827.7","","kept","none"
"86","86","97.9839","16.507","441,984.3","","kept","none"
"87","87","98.0248","5.047","1,041,298.1","","kept","none"
"88","88","98.0328","1.486","122,480.6","","kept","none"
"89","89","98.9492","20.130","39,299,748.8","","kept","none"
"90","90","98.9559","10.853","3,172,012.9","","kept","none"
"91","91","98.9559","9.746","1,471,320.9","","kept","none"
"93","93","98.9669","6.863","831,196.6","","kept","none"
"95","95","98.9739","6.840","76,128.4","","kept","none"
"96","96","99.0087","9.628","258,138.0","","kept","none"
"97","97","99.9259","1.028","1,728,295.3","","kept","none"
"98","98","99.9259","6.887","1,335,990.4","","kept","none"
"99","99","99.9340","8.981","72,067.0","","kept","none"
"100","100","100.0016","16.071","344,140.5","","kept","none"
"101","101","100.0227","2.856","439,307.1","","kept","none"
"102","102","100.0404","8.670","158,143.4","","kept","none"
"103","103","100.9336","8.649","571,624.9","","kept","none"
"104","104","100.9462","20.106","14,108,574.1","","kept","none"
"105","105","100.9856","16.071","33,935,765.9","","kept","none"
"106","106","101.0244","9.400","2,071,757.4","","kept","none"
"107","107","101.0244","7.341","1,008,190.7","","kept","none"
"108","108","101.0608","2.766","1,708,960.2","","kept","none"
"109","109","101.0720","8.454","87,045.4","","kept","none"
"111","111","103.0401","4.019","986,919.1","","kept","none"
"112","112","103.0401","9.245","78,254.8","","kept","none"
"113","113","103.0531","8.649","140,921.3","","kept","none"
"116","116","104.0354","5.047","504,156.0","","kept","none"
"119","119","105.9360","1.004","519,721.8","","kept","none"
"120","120","105.9360","6.003","626,898.5","","kept","none"
"121","121","105.9360","1.915","479,031.5","","kept","none"
"122","122","105.9360","3.017","681,733.6","","kept","none"
"123","123","106.0285","5.862","47,522.0","","kept","none"
"124","124","106.9809","8.135","174,121.1","","kept","none"
"125","125","106.9809","2.743","172,148.1","","kept","none"
"126","126","107.0364","5.815","23,655.4","","kept","none"
"127","127","108.0125","8.271","75,039.2","","kept","none"
"128","128","108.9020","6.840","354,041.1","","kept","none"
"129","129","108.9963","2.405","405,226.8","","kept","none"
"130","130","109.0295","1.505","97,972.7","","kept","none"
"131","131","109.0407","8.454","207,760.3","","kept","none"
"132","132","109.0408","5.653","149,487.4","","kept","none"
"133","133","110.0248","12.351","721,550.9","","kept","none"
"134","134","110.0360","5.654","3,487,677.2","","kept","none"
"135","135","110.8990","6.840","248,459.8","","kept","none"
"136","136","110.9852","8.649","363,278.7","","kept","none"
"137","137","110.9886","3.879","70,234.5","","kept","none"
"138","138","111.0088","12.351","1,058,491.3","","kept","none"
"139","139","111.0088","11.306","1,827,409.0","","kept","none"
"140","140","111.0200","3.879","33,536,921.0","","kept","none"
"141","141","111.0201","6.794","1,107,763.1","","kept","none"
"142","142","111.0331","5.653","25,602.2","","kept","none"
"143","143","111.0394","5.664","137,613.7","","kept","none"
"144","144","111.0515","3.879","69,631.2","","kept","none"
"145","145","111.9567","8.024","37,798.5","","kept","none"
"146","146","112.0171","3.891","220,694.9","","kept","none"
"147","147","112.0234","3.891","1,427,628.3","","kept","none"
"148","148","112.0404","8.868","395,029.8","","kept","none"
"149","149","112.0405","4.146","260,763.6","","kept","none"
"150","150","112.9374","12.860","300,418.9","","kept","none"
"151","151","112.9622","16.385","135,067.5","","kept","none"
"152","152","113.0245","7.353","526,313.7","","kept","none"
"153","153","113.0243","3.879","168,955.5","","kept","none"
"155","155","113.0357","5.492","337,036.2","","kept","none"
"156","156","114.0197","8.868","3,994,513.3","","kept","none"
"157","157","114.0233","6.446","69,620.7","","kept","none"
"160","160","114.0889","6.446","69,532.4","","kept","none"
"161","161","115.0037","8.913","5,850,577.8","","kept","none"
"163","163","115.0231","8.890","127,566.5","","kept","none"
"165","165","115.0400","7.328","165,483.8","","kept","none"
"166","166","115.0513","7.353","93,900.9","","kept","none"
"169","169","115.0765","2.743","500,674.8","","kept","none"
"170","170","115.9207","9.004","1,151,201.4","","kept","none"
"171","171","115.9208","5.235","1,031,394.5","","kept","none"
"172","172","115.9208","6.377","861,568.0","","kept","none"
"173","173","115.9208","7.867","382,702.1","","kept","none"
"174","174","115.9756","16.483","79,543.8","","kept","none"
"177","177","116.0354","3.785","690,769.1","","kept","none"
"179","179","116.0507","5.561","268,505.3","","kept","none"
"182","182","116.0717","8.846","415,868.4","","kept","none"
"183","183","116.9256","16.507","126,466.7","","kept","none"
"184","184","116.9336","16.507","45,928.4","","kept","none"
"186","186","116.9856","16.507","49,131.5","","kept","none"
"187","187","116.9937","16.507","129,846.3","","kept","none"
"189","189","117.0194","6.958","392,667.8","","kept","none"
"191","191","117.0558","2.766","562,749.4","","kept","none"
"193","193","117.9288","0.635","2,732,953.2","","kept","none"
"194","194","117.9287","7.358","2,588,204.0","","kept","none"
"195","195","117.9287","3.855","2,781,615.4","","kept","none"
"196","196","117.9288","6.073","2,390,502.4","","kept","none"
"200","200","118.9114","6.237","56,210.9","","kept","none"
"201","201","118.9421","10.852","576,070.7","","kept","none"
"202","202","118.9515","9.651","583,743.2","","kept","none"
"203","203","118.9577","16.507","4,752,271.1","","kept","none"
"204","204","118.9637","16.507","511,379.6","","kept","none"
"205","205","119.0350","7.345","289,953.2","","kept","none"
"207","207","119.0503","6.840","469,363.2","","kept","none"
"209","209","119.9471","6.561","391,661.1","","kept","none"
"211","211","120.9094","6.237","58,547.7","","kept","none"
"212","212","120.9966","21.830","1,891,870.4","","kept","none"
"213","213","121.0408","2.743","1,870,387.8","","kept","none"
"214","214","121.0506","7.331","52,840.3","","kept","none"
"215","215","121.0507","5.328","75,013.6","","kept","none"
"216","216","122.9309","16.071","400,627.0","","kept","none"
"218","218","122.9853","8.824","1,608,899.1","","kept","none"
"219","219","123.0042","16.071","393,888.8","","kept","none"
"220","220","123.9021","7.237","1,085,275.7","","kept","none"
"221","221","123.9021","6.446","816,541.1","","kept","none"
"222","222","123.9021","8.713","1,089,645.3","","kept","none"
"223","223","123.9702","8.127","70,794.8","","kept","none"
"226","226","124.0444","8.127","70,989.9","","kept","none"
"228","228","124.9915","4.977","476,282.3","","kept","none"
"229","229","125.0009","8.025","1,013,906.9","","kept","none"
"230","230","125.0045","8.152","117,772.7","","kept","none"
"233","233","125.0244","9.628","546,222.6","","kept","none"
"234","234","125.0357","2.787","1,584,680.5","","kept","none"
"235","235","125.0356","8.454","290,457.7","","kept","none"
"236","236","125.0470","4.672","366,441.4","","kept","none"
"237","237","125.0469","9.188","125,133.4","","kept","none"
"238","238","125.9652","9.004","79,988.6","","kept","none"
"239","239","126.0032","8.127","1,743,216.4","","kept","none"
"241","241","126.0198","4.882","240,110.6","","kept","none"
"242","242","126.0503","4.684","10,871.8","","kept","none"
"243","243","127.0066","8.113","24,954.6","","kept","none"
"244","244","127.0401","1.485","893,045.7","","kept","none"
"245","245","127.0401","7.333","45,253.6","","kept","none"
"246","246","127.0513","8.454","3,665,579.7","","kept","none"
"247","247","127.0514","2.743","112,616.3","","kept","none"
"248","248","127.9964","4.579","219,759.3","","kept","none"
"249","249","127.9964","8.649","166,429.0","","kept","none"
"250","250","128.0056","4.579","83,516.9","","kept","none"
"253","253","128.0546","8.432","168,788.4","","kept","none"
"254","254","128.0652","4.579","81,645.2","","kept","none"
"255","255","128.0744","4.579","220,703.2","","kept","none"
"256","256","128.0744","8.649","174,331.4","","kept","none"
"257","257","128.8716","6.653","169,636.5","","kept","none"
"259","259","129.0194","8.649","624,899.6","","kept","none"
"260","260","129.0194","10.876","593,125.3","","kept","none"
"265","265","129.0558","1.715","586,526.3","","kept","none"
"266","266","129.5407","8.521","251,263.6","","kept","none"
"271","271","130.0421","8.649","120,032.7","","kept","none"
"273","273","130.0510","8.868","3,401,035.9","","kept","none"
"275","275","130.0620","8.002","521,326.3","","kept","none"
"277","277","130.0874","7.297","961,675.3","","kept","none"
"278","278","130.0907","7.957","43,046.8","","kept","none"
"279","279","130.8685","6.630","113,018.2","","kept","none"
"281","281","130.9253","6.887","55,264.6","","kept","none"
"283","283","131.0482","7.957","59,017.1","","kept","none"
"287","287","131.0827","12.833","1,249,639.9","","kept","none"
"290","290","131.9603","9.001","133,250.7","","kept","none"
"291","291","131.9894","8.913","394,901.2","","kept","none"
"292","292","131.9989","8.924","150,275.3","","kept","none"
"294","294","132.0303","10.190","5,174,723.9","","kept","none"
"296","296","132.0553","7.935","134,244.0","","kept","none"
"297","297","132.0711","8.913","404,227.7","","kept","none"
"298","298","132.0797","14.113","29,398.3","","kept","none"
"300","300","132.0916","4.696","144,691.7","","kept","none"
"301","301","132.8680","21.808","7,074,680.2","","kept","none"
"302","302","132.8679","2.383","3,781,090.7","","kept","none"
"303","303","132.8680","6.794","11,495,333.0","","kept","none"
"304","304","132.8679","1.445","2,960,696.3","","kept","none"
"305","305","132.8679","0.219","2,873,657.2","","kept","none"
"306","306","132.8865","6.887","555,045.7","","kept","none"
"307","307","132.9003","6.607","3,107,729.1","","kept","none"
"308","308","132.9224","6.933","31,015.1","","kept","none"
"309","309","132.9464","6.840","802,134.5","","kept","none"
"310","310","132.9730","9.769","39,357.8","","kept","none"
"312","312","133.0156","4.100","20,466.7","","kept","none"
"313","313","133.0157","5.815","500,770.2","","kept","none"
"316","316","133.0507","3.294","64,428.6","","kept","none"
"318","318","133.9918","2.856","333,082.3","","kept","none"
"320","320","134.0191","5.838","23,250.6","","kept","none"
"321","321","134.0234","4.134","220,404.5","","kept","none"
"325","325","134.0612","3.225","357,183.6","","kept","none"
"326","326","134.0612","6.840","109,012.6","","kept","none"
"328","328","134.8650","2.383","2,280,842.0","","kept","none"
"329","329","134.8652","21.807","4,555,772.5","","kept","none"
"330","330","134.8654","6.817","8,404,280.6","","kept","none"
"332","332","134.8947","2.630","907,328.3","","kept","none"
"333","333","134.9160","16.532","195,136.7","","kept","none"
"334","334","134.9256","16.531","265,733.1","","kept","none"
"335","335","134.9435","6.840","299,272.9","","kept","none"
