"feature_name","mz","rt","metabolite_annotation","adducts_anno","neutral_loss_annotation","ISF_anno","iso_anno","group","cor_group","check_group","user_anno"
"FT3259",102.0469,82.5,"","",NA,"","",NA,"corgroup73","",""
"FT2148",102.0557,48,"","",NA,"","",NA,"corgroup169","",""
"FT3275",103.0543,83.6,"","",NA,"","",NA,"corgroup73","",""
"FT4521",103.0544,127.8,"","",NA,"","",NA,"corgroup210","",""
"FT1258",104.0714,33.3,"","",NA,"","",NA,"corgroup129","",""
"FT0793",104.1077,30,"","",NA,"","[1][M]+","group5","corgroup134","+",""
"FT11696",105.0342,308.9,"","",NA,"","",NA,"corgroup61","",""
"FT9001",105.0342,237.6,"","",NA,"","",NA,"corgroup76","",""
"FT0796",105.111,31.1,"","",NA,"","[1][M+1]+","group5","corgroup129","+",""
"FT0700",108.9502,27.8,"","",NA,"","",NA,"corgroup134","",""
"FT1263",115.0378,30.1,"","",NA,"","",NA,"corgroup134","",""
"FT3919",115.0521,107.6,"","",NA,"","",NA,"corgroup192","",""
"FT0905",116.0347,31.4,"","",NA,"","",NA,"corgroup241","",""
"FT0225",117.9909,25.2,"","",NA,"","",NA,"corgroup144","",""
"FT3920",118.0659,108.7,"","",NA,"","",NA,"corgroup192","",""
"FT2214",119.0495,49.5,"","",NA,"","",NA,"corgroup169","",""
"FT3296",119.0719,84.4,"","",NA,"","",NA,"corgroup73","",""
"FT4504",120.0813,128.2,"","",NA,"","",NA,"corgroup210","",""
"FT3276",120.0813,85.3,"","",NA,"","",NA,"corgroup179","",""
"FT0705",122.925,29.1,"","",NA,"","",NA,"corgroup134","",""
"FT2215",123.0432,50.1,"","",NA,"","",NA,"corgroup169","",""
"FT2651",123.0558,57.4,"","",NA,"","",NA,"corgroup201","",""
"FT0105",124.0239,25.4,"","",NA,"","",NA,"corgroup144","",""
"FT2216",124.0399,48.9,"","",NA,"","",NA,"corgroup169","",""
"FT5900",124.0764,162.3,"","",NA,"","",NA,"corgroup184","",""
"FT0651",124.923,28.3,"","",NA,"","",NA,"corgroup270","",""
"FT6091",126.0919,167.6,"","",NA,"","",NA,"corgroup274","",""
"FT0176",130.0173,23,"","",NA,"","",NA,"corgroup144","",""
"FT1355",130.0504,34.2,"","",NA,"","",NA,"corgroup129","",""
"FT2289",130.0504,48.5,"","",NA,"","",NA,"corgroup169","",""
"FT1502",130.0867,35.3,"","",NA,"","",NA,"corgroup129","",""
"FT3278",131.0507,82.9,"","",NA,"","",NA,"corgroup73","",""
"FT0226",132.0146,24.4,"","",NA,"","",NA,"corgroup144","",""
"FT1652",132.1024,36,"","",NA,"","",NA,"corgroup215","",""
"FT2438",132.1024,52.4,"","","FT2573-CO2","","","group19","corgroup150","+",""
"FT0906",133.0612,33.2,"","",NA,"","",NA,"corgroup129","",""
"FT7779",135.1173,207.4,"","",NA,"","",NA,"corgroup165","",""
"FT2201",136.0622,48.4,"","",NA,"","",NA,"corgroup169","",""
"FT2217",136.0761,49,"","","FT2384-HCOOH(H2+CO2 or H2O+CO)","","","group18","corgroup169","+",""
"FT5738",136.0762,158.9,"","",NA,"","",NA,"corgroup142","",""
"FT2762",137.0469,58.3,"","",NA,"","",NA,"corgroup201","",""
"FT1224",138.0553,33.7,"","",NA,"","[2][M]+","group11","corgroup129","+",""
"FT3371",138.0917,86.6,"","",NA,"","",NA,"corgroup179","",""
"FT2540",138.0918,51.5,"","",NA,"","",NA,"corgroup182","",""
"FT1221",139.0575,33.1,"","",NA,"","[2][M+1]+","group11","corgroup129","+",""
"FT1235",140.0621,30,"","",NA,"","",NA,"corgroup134","",""
"FT0131",141.0061,23.3,"","",NA,"","",NA,"corgroup144","",""
"FT2542",141.9642,49.3,"","",NA,"","",NA,"corgroup182","",""
"FT3376",141.9644,83.1,"","",NA,"","",NA,"corgroup56","",""
"FT0187",142.0353,22.9,"","",NA,"","",NA,"corgroup144","",""
"FT2190",142.05,47.7,"","","FT2071-C3H7NOS","","","group17","corgroup169","+",""
"FT22948",142.092,638.8,"","",NA,"","",NA,NA,"",""
"FT0825",143.082,32.9,"","",NA,"","",NA,"corgroup129","",""
"FT3466",144.0659,90.1,"","",NA,"","",NA,"corgroup266","",""
"FT2888",144.0659,63.3,"","",NA,"","",NA,"corgroup118","",""
"FT3904",144.0813,111.2,"","","FT4033-γ-GluAlaGly-2H","","","group24","corgroup192","+",""
"FT4910",144.0813,134.4,"","",NA,"","",NA,"corgroup153","",""
"FT0132",146.0302,22.9,"","",NA,"","",NA,"corgroup144","",""
"FT3905",146.0604,110.4,"","",NA,"","",NA,"corgroup192","",""
"FT4427",146.0605,124.6,"","",NA,"","",NA,"corgroup3","",""
"FT7876",146.0605,211.9,"","",NA,"","",NA,"corgroup164","",""
"FT4691",147.0442,131.4,"","",NA,"","",NA,"corgroup232","",""
"FT1024",147.0768,32.2,"","",NA,"","",NA,"corgroup129","",""
"FT0280",147.1137,27.6,"","",NA,"","",NA,"corgroup134","",""
"FT0108",148.0277,22.1,"","",NA,"","",NA,"corgroup216","",""
"FT0809",148.0374,29.9,"","",NA,"","",NA,"corgroup134","",""
"FT3279",149.0601,83.8,"","",NA,"","",NA,"corgroup73","",""
"FT9005",149.0602,237.8,"","",NA,"","",NA,"corgroup76","",""
"FT0930",151.0472,31.7,"","",NA,"","",NA,"corgroup129","",""
"FT3033",151.0757,69.7,"","",NA,"","",NA,"corgroup285","",""
"FT2221",152.0352,49.1,"","",NA,"","",NA,"corgroup169","",""
"FT3219",154.0504,80.8,"","",NA,"","",NA,NA,"",""
"FT5273",154.0505,144.2,"","",NA,"","",NA,"corgroup204","",""
"FT2439",154.0858,51.2,"","",NA,"","",NA,"corgroup169","",""
"FT0875",155.0442,32.3,"","",NA,"","",NA,"corgroup129","",""
"FT0832",156.0772,31.2,"","",NA,"","",NA,"corgroup129","",""
"FT6347",158.0603,174.7,"","",NA,"","",NA,"corgroup117","",""
"FT2593",158.0604,53.3,"","",NA,"","",NA,"corgroup178","",""
"FT4216",158.0817,116.5,"","",NA,"","",NA,"corgroup156","",""
"FT2980",158.0817,66.8,"","",NA,"","",NA,"corgroup253","",""
"FT3482",158.0817,92.1,"","",NA,"","",NA,"corgroup329","",""
"FT3906",159.0919,109.3,"","",NA,"","",NA,"corgroup170","",""
"FT3928",162.0548,109.3,"","",NA,"","",NA,"corgroup168","",""
"FT1248",162.0765,33.7,"","",NA,"","",NA,"corgroup129","",""
"FT3983",163.0394,110.7,"","",NA,"","",NA,"corgroup192","",""
"FT4821",163.0395,135.6,"","",NA,"","",NA,"corgroup153","",""
"FT4726",163.0395,131.2,"","",NA,"","",NA,"corgroup263","",""
"FT1260",163.0605,33.9,"","",NA,"","",NA,"corgroup129","",""
"FT11542",163.0759,307.6,"","",NA,"","",NA,"corgroup61","",""
"FT9354",165.0686,248.3,"","",NA,"","",NA,"corgroup273","",""
"FT0842",165.985,31.7,"","",NA,"","",NA,"corgroup129","",""
"FT3467",166.0491,88.2,"","",NA,"","",NA,"corgroup300","",""
"FT3297",166.087,85.1,"","",NA,"","",NA,"corgroup73","",""
"FT0932",167.0211,33.2,"","",NA,"","",NA,"corgroup129","",""
"FT3406",167.0706,87.2,"","",NA,"","",NA,"corgroup179","",""
"FT3021",168.1026,69.2,"","",NA,"","",NA,"corgroup285","",""
"FT5420",168.1389,147.8,"","","FT5421-H2O","","","group27","corgroup149","+",""
"FT0181",169.0462,22.2,"","",NA,"","",NA,"corgroup144","",""
"FT0933",169.0587,31.2,"","",NA,"","",NA,"corgroup129","",""
"FT3435",169.0964,87.7,"","",NA,"","",NA,"corgroup179","",""
"FT0966",170.0433,32.8,"","",NA,"","",NA,"corgroup129","",""
"FT1514",170.0815,35.6,"","",NA,"","",NA,"corgroup99","",""
"FT2154",172.0594,49.2,"","",NA,"","",NA,"corgroup169","",""
"FT4922",172.076,135.3,"","",NA,"","",NA,"corgroup153","",""
"FT11457",173.1179,303,"","",NA,"","",NA,"corgroup127","",""
"FT2157",174.0142,48.8,"","",NA,"","",NA,"corgroup169","",""
"FT2606",175.0869,53.5,"","",NA,"","",NA,"corgroup150","",""
"FT6335",175.0872,173.3,"","",NA,"","",NA,"corgroup137","",""
"FT1345",175.1092,33.4,"","",NA,"","",NA,"corgroup129","",""
"FT5276",176.0322,144.7,"","",NA,"","",NA,"corgroup321","",""
"FT2487",176.0661,50.7,"","",NA,"","",NA,"corgroup178","",""
"FT2573",176.0922,52.4,"","",NA,"","","group19","corgroup150","+",""
"FT0570",176.9363,27.9,"","",NA,"","",NA,"corgroup134","",""
"FT0854",177.0249,30.7,"","",NA,"","",NA,"corgroup134","",""
"FT5874",177.0548,162.2,"","",NA,"","",NA,"corgroup184","",""
"FT5370",177.0551,146.5,"","","FT5372-H2O","","","group26","corgroup149","+",""
"FT5040",177.0551,137.4,"","",NA,"","",NA,"corgroup48","",""
"FT0370",178.0591,29.7,"","",NA,"","",NA,"corgroup134","",""
"FT1802",178.9952,39.7,"","",NA,"","",NA,NA,"",""
"FT7794",179.1073,209.1,"","",NA,"","",NA,"corgroup165","",""
"FT0084",179.9913,24.1,"","","FT0232-COOH","","","group2","corgroup144","+",""
"FT3498",180.0641,94.4,"","",NA,"","",NA,"corgroup329","",""
"FT2524",180.0644,51.8,"","",NA,"","",NA,"corgroup150","",""
"FT4214",180.0646,116.9,"","",NA,"","",NA,"corgroup59","",""
"FT0295",180.0871,27.3,"","",NA,"","",NA,"corgroup134","",""
"FT4479",180.1021,127.5,"","",NA,"","",NA,"corgroup210","",""
"FT0783",180.9044,29,"","",NA,"","",NA,"corgroup134","",""
"FT4299",181.0859,120.4,"","",NA,"","",NA,"corgroup77","",""
"FT12230",181.1228,325.6,"","",NA,"","",NA,"corgroup301","",""
"FT2871",182.0218,63.6,"","",NA,"","",NA,"corgroup36","",""
"FT2384",182.0818,48.9,"","",NA,"","","group18","corgroup169","+",""
"FT0080",182.963,23.3,"","",NA,"","",NA,"corgroup144","",""
"FT2932",184.0374,65.9,"","",NA,"","",NA,"corgroup253","",""
"FT3173",184.1337,76,"","",NA,"","",NA,"corgroup264","",""
"FT1664",184.1338,36.2,"","",NA,"","",NA,"corgroup99","",""
"FT0934",185.032,33.6,"","",NA,"","",NA,"corgroup129","",""
"FT2736",186.0765,58.1,"","",NA,"","",NA,"corgroup201","",""
"FT4149",186.1493,118.2,"","",NA,"","",NA,"corgroup287","",""
"FT5421",186.1494,147.8,"","",NA,"","","group27","corgroup149","+",""
"FT2894",188.0299,63.6,"","",NA,"","",NA,"corgroup118","",""
"FT3933",188.0548,111.4,"","",NA,"","",NA,"corgroup192","",""
"FT4029",188.071,112.1,"","",NA,"","",NA,"corgroup228","",""
"FT4938",188.0711,133.7,"","",NA,"","",NA,"corgroup28","",""
"FT1449",189.1235,35.1,"","",NA,"","",NA,"corgroup129","",""
"FT5605",189.1303,152.6,"","",NA,"","",NA,"corgroup175","",""
"FT2389",190.1078,49.5,"","",NA,"","",NA,"corgroup169","",""
"FT6120",191.1436,168.4,"","",NA,"","",NA,"corgroup139","",""
"FT2554",192.0401,51.7,"","",NA,"","",NA,"corgroup182","",""
"FT0658",192.911,26.6,"","",NA,"","",NA,"corgroup144","",""
"FT0844",193.0014,32.8,"","",NA,"","",NA,"corgroup129","",""
"FT5218",193.0499,141.2,"","",NA,"","",NA,"corgroup162","",""
"FT5560",194.0814,154.2,"","",NA,"","",NA,"corgroup175","",""
"FT5371",194.0815,146.9,"","","FT5348-Anhydroglucuronic-acid","","","group25","corgroup149","+",""
"FT5372",195.0648,146.5,"","",NA,"","","group26","corgroup283","+",""
"FT3118",195.0802,73.4,"","",NA,"","",NA,NA,"",""
"FT2517",196.0373,51.1,"","",NA,"","",NA,"corgroup150","",""
"FT7690",196.0978,206.8,"","",NA,"","",NA,"corgroup161","",""
"FT6336",197.069,174.5,"","",NA,"","",NA,"corgroup323","",""
"FT7795",197.1177,209.4,"","",NA,"","",NA,"corgroup165","",""
"FT2829",198.0532,61.2,"","",NA,"","",NA,"corgroup243","",""
"FT2562",198.0745,53.1,"","",NA,"","",NA,"corgroup150","",""
"FT2964",198.0746,66.6,"","",NA,"","",NA,"corgroup253","",""
"FT4407",198.0762,124.8,"","",NA,"","",NA,"corgroup213","",""
"FT1213",198.0977,33.1,"","","FT1261-Anhydrohexose","","","group10","corgroup129","+",""
"FT0652",198.1239,29.2,"","",NA,"","",NA,"corgroup134","",""
"FT12226",198.1495,325.1,"","",NA,"","",NA,"corgroup301","",""
"FT11561",199.0751,304.8,"","",NA,"","",NA,"corgroup75","",""
"FT0332",200.0411,28.7,"","",NA,"","",NA,"corgroup134","",""
"FT0186",200.9731,23.8,"","","FT0139-H2O","","","group3","corgroup144","+",""
"FT1549",202.0392,36.3,"","",NA,"","",NA,"corgroup99","",""
"FT6199",202.0537,171.2,"","",NA,"","",NA,"corgroup137","",""
"FT4516",202.0842,127.9,"","",NA,"","",NA,"corgroup58","",""
"FT2746",202.1807,55.6,"","",NA,"","",NA,"corgroup201","",""
"FT0859",203.0531,30.8,"","",NA,"","",NA,"corgroup249","",""
"FT2602",203.0818,53.4,"","",NA,"","",NA,"corgroup150","",""
"FT12231",203.1057,326.9,"","",NA,"","",NA,"corgroup301","",""
"FT2233",204.0873,49.4,"","",NA,"","",NA,"corgroup169","",""
"FT3486",204.1601,93.2,"","",NA,"","",NA,"corgroup222","",""
"FT4015",205.0979,111.4,"","",NA,"","",NA,"corgroup228","",""
"FT3885",205.1124,108.6,"","",NA,"","",NA,"corgroup192","",""
"FT3925",205.1195,108.1,"","",NA,"","",NA,"corgroup192","",""
"FT3599",206.0451,97.1,"","",NA,"","",NA,"corgroup238","",""
"FT5626",207.1384,154.4,"","","FT5627-Anhydrohexose","","","group28","corgroup175","+",""
"FT2673",207.9683,56.4,"","",NA,"","",NA,"corgroup201","",""
"FT6722",208.0983,186.3,"","",NA,"","",NA,"corgroup250","",""
"FT0839",208.9719,31.7,"","",NA,"","",NA,"corgroup129","",""
"FT6121",209.1542,169.5,"","",NA,"","",NA,"corgroup180","",""
"FT3264",210.0511,84.2,"","",NA,"","",NA,"corgroup73","",""
"FT7769",211.1699,208.2,"","",NA,"","",NA,"corgroup165","",""
"FT4326",212.0911,122.6,"","",NA,"","",NA,"corgroup3","",""
"FT5554",212.0915,152.9,"","",NA,"","",NA,"corgroup175","",""
"FT4306",213.0748,119.6,"","",NA,"","",NA,"corgroup59","",""
"FT2263",214.0698,47.6,"","",NA,"","",NA,"corgroup313","",""
"FT4163",214.1072,115.2,"","",NA,"","",NA,"corgroup156","",""
"FT7797",214.1443,210.1,"","",NA,"","",NA,"corgroup165","",""
"FT1388",215.0528,34.7,"","",NA,"","",NA,"corgroup304","",""
"FT2164",215.14,47.5,"","",NA,"","",NA,"corgroup169","",""
"FT0231",216.9513,22.3,"","","FT0145-CO","","","group4","corgroup216","+",""
"FT4912",217.0975,135.2,"","",NA,"","",NA,"corgroup153","",""
"FT0189",217.9896,22.5,"","",NA,"","",NA,"corgroup144","",""
"FT0653",218.0428,28.3,"","",NA,"","",NA,NA,"",""
"FT0139",218.9842,23.7,"","",NA,"","","group3","corgroup144","+",""
"FT3889",219.0767,109.1,"","","FT3877-H2O","","","group23","corgroup168","+",""
"FT7117",219.1003,194.1,"","",NA,"","",NA,NA,"",""
"FT7798",219.1005,208,"","",NA,"","",NA,"corgroup114","",""
"FT5675",219.1133,155.7,"","",NA,"","",NA,"corgroup187","",""
"FT3580",220.1187,96.9,"","",NA,"","",NA,"corgroup194","",""
"FT11988",220.133,319.6,"","",NA,"","",NA,"corgroup125","",""
"FT3911",221.0924,109.3,"","",NA,"","",NA,"corgroup60","",""
"FT2591",221.0924,53.1,"","",NA,"","",NA,"corgroup150","",""
"FT9288",221.1542,245.8,"","",NA,"","",NA,"corgroup145","",""
"FT0061",222.9305,24.3,"","",NA,"","",NA,"corgroup144","",""
"FT4102",223.1332,114.5,"","",NA,"","",NA,"corgroup156","",""
"FT0232",224.9899,24.1,"","",NA,"","","group2","corgroup144","+",""
"FT5622",225.1491,153.9,"","",NA,"","",NA,"corgroup175","",""
"FT3910",227.0794,110,"","",NA,"","",NA,"corgroup192","",""
"FT5758",228.087,159.3,"","",NA,"","",NA,"corgroup142","",""
"FT7799",228.1599,208.6,"","",NA,"","",NA,"corgroup165","",""
"FT2700",229.1548,57,"","",NA,"","",NA,"corgroup201","",""
"FT0118",229.943,24.6,"","",NA,"","",NA,"corgroup144","",""
"FT2132",229.975,48.3,"","",NA,"","",NA,"corgroup265","",""
"FT6730",230.0794,184.1,"","",NA,"","",NA,"corgroup250","",""
"FT3167",230.1029,77.4,"","",NA,"","",NA,NA,"",""
"FT2470",231.0843,50.2,"","",NA,"","",NA,"corgroup169","",""
"FT5968",231.0859,164.5,"","",NA,"","",NA,"corgroup269","",""
"FT2231",232.0141,48.1,"","",NA,"","",NA,"corgroup169","",""
"FT5182",232.1914,141.7,"","",NA,"","",NA,"corgroup162","",""
"FT5219",233.0426,142.7,"","",NA,"","",NA,"corgroup162","",""
"FT9012",233.0791,237.9,"","",NA,"","",NA,"corgroup76","",""
"FT2451",234.0653,49.8,"","",NA,"","",NA,"corgroup166","",""
"FT5555",234.0742,152.6,"","",NA,"","",NA,"corgroup188","",""
"FT4195",234.0977,116.5,"","",NA,"","",NA,"corgroup156","",""
"FT5027",234.1344,137.9,"","",NA,"","",NA,"corgroup236","",""
"FT7785",235.0735,209.8,"","",NA,"","",NA,"corgroup165","",""
"FT14670",236.2235,394,"","",NA,"","",NA,"corgroup254","",""
"FT6759",237.0743,185.9,"","",NA,"","",NA,"corgroup146","",""
"FT3877",237.0872,109,"","",NA,"","","group23","corgroup13","+",""
"FT6193",238.1078,171.4,"","",NA,"","",NA,"corgroup137","",""
"FT3778",239.092,105.7,"","",NA,"","",NA,"corgroup317","",""
"FT0192",239.9671,24.5,"","",NA,"","",NA,"corgroup144","",""
"FT5683",241.0951,156.1,"","",NA,"","",NA,"corgroup187","",""
"FT0193",242.0005,25.8,"","",NA,"","",NA,"corgroup144","",""
"FT3567",242.1007,95.7,"","",NA,"","",NA,"corgroup222","",""
"FT11995",242.1156,319.1,"","",NA,"","",NA,"corgroup100","",""
"FT0624",242.926,28.2,"","",NA,"","",NA,"corgroup134","",""
"FT0120",242.9615,25.8,"","",NA,"","",NA,"corgroup144","",""
"FT3939",243.0533,109.6,"","",NA,"","",NA,"corgroup230","",""
"FT0144",243.997,24.9,"","",NA,"","",NA,"corgroup144","",""
"FT0822",244.9231,29.8,"","",NA,"","",NA,"corgroup134","",""
"FT0145",244.9475,22.4,"","",NA,"","","group4","corgroup144","+",""
"FT1331",245.15,34.1,"","",NA,"","",NA,"corgroup129","",""
"FT18438",245.1502,497.6,"","",NA,"","",NA,"corgroup154","",""
"FT2071",247.0793,47.6,"","",NA,"","","group17","corgroup182","+",""
"FT3163",247.13,78.5,"","",NA,"","",NA,"corgroup264","",""
"FT9413",247.1327,251.8,"","",NA,"","",NA,"corgroup89","",""
"FT2488",249.0289,50.7,"","",NA,"","",NA,"corgroup178","",""
"FT3867",249.0613,108.9,"","",NA,"","",NA,"corgroup170","",""
"FT3627",249.1237,98.2,"","",NA,"","",NA,"corgroup256","",""
"FT14368",249.1854,387.3,"","",NA,"","",NA,NA,"",""
"FT3300",250.0389,82.8,"","",NA,"","",NA,"corgroup73","",""
"FT5752",250.069,158.5,"","",NA,"","",NA,"corgroup142","",""
"FT4334",251.1027,122.9,"","",NA,"","",NA,"corgroup3","",""
"FT7889",251.1042,213,"","",NA,"","",NA,"corgroup164","",""
"FT3322",251.1392,83.1,"","",NA,"","",NA,"corgroup43","",""
"FT3621",251.1398,98.4,"","",NA,"","",NA,"corgroup194","",""
"FT2313",251.9555,49.5,"","",NA,"","",NA,"corgroup169","",""
"FT6763",253.0482,185.5,"","",NA,"","",NA,"corgroup146","",""
"FT2862",253.1292,63.6,"","",NA,"","",NA,"corgroup118","",""
"FT2552",253.1292,54.7,"","",NA,"","",NA,"corgroup150","",""
"FT2301",253.9953,48.5,"","",NA,"","",NA,"corgroup265","",""
"FT2465",254.009,50.9,"","",NA,"","",NA,"corgroup22","",""
"FT0121",255.9417,22.9,"","",NA,"","",NA,"corgroup144","",""
"FT2501",256.0472,50.9,"","",NA,"","",NA,"corgroup178","",""
"FT4196",256.0795,117.4,"","",NA,"","",NA,"corgroup287","",""
"FT0768",257.8628,28.8,"","",NA,"","",NA,"corgroup270","",""
"FT6227",258.0743,172.1,"","",NA,"","",NA,"corgroup137","",""
"FT7232",258.0743,196.4,"","",NA,"","",NA,"corgroup212","",""
"FT0965",258.1107,31.9,"","",NA,"","",NA,"corgroup129","",""
"FT0655",258.8975,30.6,"","",NA,"","",NA,"corgroup134","",""
"FT0246",258.9783,23.5,"","",NA,"","",NA,"corgroup144","",""
"FT3954",259.0581,110,"","",NA,"","",NA,"corgroup38","",""
"FT2246",259.0802,47.1,"","",NA,"","",NA,"corgroup169","",""
"FT20828",259.2061,567,"","",NA,"","",NA,NA,"",""
"FT6191",260.0899,170.9,"","",NA,"","",NA,"corgroup137","",""
"FT0656",260.8975,28.3,"","",NA,"","",NA,"corgroup134","",""
"FT4939",261.0614,135.4,"","",NA,"","",NA,"corgroup193","",""
"FT11233",261.1106,295.4,"","",NA,"","",NA,"corgroup12","",""
"FT11548",261.1106,304.9,"","",NA,"","",NA,"corgroup75","",""
"FT18432",261.1242,495.9,"","",NA,"","",NA,"corgroup154","",""
"FT0751",262.069,28.5,"","",NA,"","",NA,"corgroup225","",""
"FT2066",263.0532,47.5,"","",NA,"","",NA,"corgroup74","",""
"FT1647",263.0533,35.6,"","",NA,"","",NA,"corgroup92","",""
"FT1651",263.0741,34.6,"","",NA,"","",NA,"corgroup92","",""
"FT13344",263.1438,358.3,"","",NA,"","",NA,"corgroup240","",""
"FT0160",263.9816,25.1,"","",NA,"","",NA,"corgroup144","",""
"FT0197",265.0159,25.1,"","",NA,"","",NA,"corgroup144","",""
"FT4349",265.1549,124,"","",NA,"","",NA,"corgroup3","",""
"FT14817",265.16,398.2,"","",NA,"","",NA,"corgroup202","",""
"FT5969",266.124,164.6,"","",NA,"","",NA,"corgroup184","",""
"FT0752",266.1601,28.5,"","",NA,"","",NA,"corgroup225","",""
"FT0151",267.0131,24.9,"","",NA,"","",NA,"corgroup144","",""
"FT3039",268.1046,73,"","",NA,"","",NA,"corgroup69","",""
"FT3430",268.1399,88.2,"","",NA,"","",NA,"corgroup266","",""
"FT0276",268.9621,27,"","",NA,"","",NA,"corgroup144","",""
"FT2764",269.0885,58.9,"","",NA,"","",NA,"corgroup261","",""
"FT2590",270.1553,53.8,"","",NA,"","",NA,"corgroup150","",""
"FT2892",270.1555,65.3,"","",NA,"","",NA,"corgroup118","",""
"FT4443",271.117,126.1,"","",NA,"","",NA,"corgroup210","",""
"FT11767",271.2277,312.6,"","",NA,"","",NA,"corgroup159","",""
"FT7890",273.0851,212.6,"","",NA,"","",NA,"corgroup164","",""
"FT3000",273.0948,68.6,"","",NA,"","",NA,NA,"",""
"FT2596",273.0949,53.3,"","",NA,"","",NA,"corgroup150","",""
"FT1509",274.092,35.4,"","",NA,"","",NA,"corgroup99","",""
"FT2564",275.1104,52.8,"","",NA,"","",NA,"corgroup178","",""
"FT2893",275.1105,63.5,"","",NA,"","",NA,"corgroup118","",""
"FT1075",275.1356,32.3,"","",NA,"","",NA,"corgroup249","",""
"FT11459",275.2014,302.5,"","",NA,"","",NA,"corgroup127","",""
"FT16829",275.2016,448,"","",NA,"","",NA,"corgroup122","",""
"FT13900",275.2032,370.6,"","",NA,"","",NA,"corgroup315","",""
"FT2518",276.1445,51.6,"","","FT2519-H2O","","","group20","corgroup166","+",""
"FT0709",276.8724,27.4,"","",NA,"","",NA,"corgroup134","",""
"FT11531",277.0842,305.7,"","",NA,"","",NA,"corgroup75","",""
"FT1158",277.09,32.4,"","",NA,"","",NA,"corgroup235","",""
"FT2691",277.148,56,"","",NA,"","",NA,NA,"",""
"FT16118",277.1796,431.4,"","",NA,"","",NA,"corgroup280","",""
"FT13218",277.18,354.8,"","",NA,"","",NA,"corgroup183","",""
"FT17860",277.2164,483.1,"","",NA,"","",NA,"corgroup332","",""
"FT17706",277.2165,476.5,"","",NA,"","",NA,"corgroup262","",""
"FT16508",277.2169,440.5,"","",NA,"","",NA,"corgroup217","",""
"FT0938",279.0478,31.5,"","",NA,"","",NA,"corgroup312","",""
"FT1709",279.0479,35.1,"","",NA,"","",NA,"corgroup92","",""
"FT5328",279.1349,145.5,"","",NA,"","",NA,"corgroup149","",""
"FT0939",280.0925,29.3,"","",NA,"","",NA,"corgroup134","",""
"FT1163",280.1397,34.9,"","",NA,"","",NA,"corgroup99","",""
"FT10109",281.1373,264,"","",NA,"","",NA,"corgroup138","",""
"FT13379",281.1538,356,"","",NA,"","",NA,"corgroup240","",""
"FT6205",282.0983,172.2,"","",NA,"","",NA,"corgroup180","",""
"FT3080",282.1551,72,"","",NA,"","",NA,"corgroup69","",""
"FT3723",283.0794,102.4,"","",NA,"","",NA,"corgroup226","",""
"FT8532",283.1164,227.2,"","",NA,"","",NA,"corgroup160","",""
"FT2787",284.0994,59.7,"","",NA,"","",NA,"corgroup261","",""
"FT8882",284.1286,235,"","",NA,"","",NA,"corgroup65","",""
"FT3764",284.1706,102.9,"","",NA,"","",NA,"corgroup226","",""
"FT0199",284.9385,26.2,"","",NA,"","",NA,"corgroup144","",""
"FT6496",285.1327,180.4,"","",NA,"","",NA,"corgroup174","",""
"FT1471",286.1504,34.9,"","",NA,"","",NA,"corgroup99","",""
"FT7021",287.0549,191.8,"","",NA,"","",NA,"corgroup46","",""
"FT4444",287.0898,125.4,"","",NA,"","",NA,"corgroup213","",""
"FT3531",287.1106,94.8,"","",NA,"","",NA,"corgroup281","",""
"FT9407",287.1261,249.8,"","",NA,"","",NA,"corgroup224","",""
"FT4350",287.137,122.8,"","",NA,"","",NA,"corgroup198","",""
"FT21735",287.2388,595.6,"","",NA,"","",NA,NA,"",""
"FT0878",288.1055,31.1,"","",NA,"","",NA,"corgroup129","",""
"FT5356",288.145,148.1,"","",NA,"","",NA,"corgroup149","",""
"FT3891",289.0498,109.1,"","",NA,"","",NA,"corgroup168","",""
"FT2819",289.0914,61,"","",NA,"","",NA,"corgroup261","",""
"FT1269",289.092,32.9,"","",NA,"","",NA,"corgroup129","",""
"FT3944",289.126,110.6,"","",NA,"","",NA,"corgroup192","",""
"FT3254",289.1263,82.2,"","",NA,"","",NA,"corgroup43","",""
"FT3593",289.1263,96.9,"","",NA,"","",NA,"corgroup194","",""
"FT3767",289.1264,104.7,"","",NA,"","",NA,"corgroup226","",""
"FT13855",289.1646,372.1,"","",NA,"","",NA,"corgroup51","",""
"FT13629",289.1799,367.4,"","",NA,"","",NA,"corgroup190","",""
"FT11776",289.2377,312.4,"","",NA,"","",NA,NA,"",""
"FT3022",290.0864,71,"","",NA,"","",NA,"corgroup285","",""
"FT0237",290.9433,24.4,"","",NA,"","",NA,"corgroup144","",""
"FT2757",291.0703,58.7,"","",NA,"","",NA,"corgroup261","",""
"FT4331",291.0958,121.8,"","",NA,"","",NA,"corgroup163","",""
"FT12699",291.1957,340.5,"","",NA,"","",NA,"corgroup284","",""
"FT12893",291.196,344.5,"","",NA,"","",NA,"corgroup83","",""
"FT12307",292.1759,328.6,"","",NA,"","",NA,"corgroup2","",""
"FT0240",292.9783,25.3,"","",NA,"","",NA,"corgroup144","",""
"FT0941",293.0836,31.5,"","",NA,"","",NA,"corgroup231","",""
"FT5346",293.1004,147.8,"","",NA,"","",NA,"corgroup149","",""
"FT17002",293.2111,454.2,"","",NA,"","",NA,"corgroup148","",""
"FT16830",293.2113,448.6,"","",NA,"","",NA,"corgroup122","",""
