Compound,mz,kmd,rt,Orbi_P_E2_EXBLANKA,Orbi_P_E2_EXBLANKB,Orbi_P_E2_EXBLANKC,Orbi_P_E2_WS03A,Orbi_P_E2_WS03B,Orbi_P_E2_WS03C,Orbi_P_E2_Wasteblank4,Orbi_P_E2_Wasteblank5,Orbi_P_E2_Wasteblank6,cor
4102,223.1332311,0.13323109999998906,1.9089205,248.90929,408.7489,212.77457,18104.568,18381.867,17368.244,380.9167,171.41257,160.45183,TRUE
4105,420.2234998,0.22349980000001324,1.8952093,0,0,0,21051.648,22280,20936.852,0,0,0,TRUE
4115,383.0746855,0.07468549999998686,1.9032856,0,0,0,1732.2534,1724.4961,1454.7185,0,0,0,TRUE
4163,214.1071665,0.10716650000000527,1.9200826,56.440815,50.83351,55.16935,1866.1515,1950.2598,2827.9087,54.61802,56.9621,54.945152,TRUE
4182,368.1322466,0.13224659999997357,1.9518129,0,0,0,699.8715,935.1883,626.8567,0,0,0,TRUE
4188,328.1396306,0.1396305999999754,1.9538817,0,0,0,2181.7224,2302.7476,2154.1687,0,0,0,TRUE
4196,256.0794868,0.07948679999998376,1.9559692,0,0,0,901.3315,1050.8667,977.00775,0,0,0,TRUE
4199,445.1837908,0.18379079999999703,1.9580199,0,0,0,900.6444,701.87036,826.0612,0,0,0,TRUE
4209,331.1163677,0.11636770000001206,1.9642318,0,0,0,544.60504,466.92432,489.07523,0,0,0,TRUE
4226,529.13287,0.13287000000002536,1.9700857,0,0,0,313.00446,338.2958,419.38705,0,0,0,TRUE
4243,327.1053899,0.10538989999997739,1.9804379,0,0,0,1132.5625,1212.3129,1080.9375,0,0,0,TRUE
4244,343.0797297,0.07972969999997304,1.9804505,0,0,0,489.53198,495.37195,499.48297,0,0,0,TRUE
4248,365.0847255,0.08472549999999046,1.9825073,0,0,0,4467.772,4719.582,4632.32,0,0,0,TRUE
4249,381.0585483,0.05854829999998401,1.9825101,0,0,0,677.7348,625.8617,678.57947,0,0,0,TRUE
4254,511.0858655,0.08586550000001125,1.984567,0,0,0,576.6616,567.91034,428.18585,0,0,0,TRUE
4259,495.1117615,0.11176150000000007,1.9866982,0,0,0,2590.7075,2793.6487,2523.6086,0,0,0,TRUE
4260,473.1296558,0.1296558000000232,1.9908663,0,0,0,540.53705,484.29587,454.9642,0,0,0,TRUE
4277,340.0800936,0.08009359999999788,2.0012023,0,0,0,294.75735,357.18756,193.39037,0,0,0,TRUE
4279,324.1058884,0.1058884000000262,2.0032983,0,0,0,1642.5613,1838.544,1571.9266,0,0,0,TRUE
4296,378.1765154,0.17651540000002797,2.0121102,0,0,0,19962.047,20788.574,19401.459,0,0,0,TRUE
4301,399.1058836,0.10588360000002695,2.0147574,0,0,0,10199.01,10678.7,10307.772,0,0,0,TRUE
4304,429.2109067,0.21090670000000955,1.9580199,0,0,0,2991.0437,4321.917,3564.4937,0,0,0,TRUE
4306,213.07476,0.07475999999999772,1.9941279,161.81433,109.628204,41.43193,2403.6138,2642.4348,2230.7415,186.94452,94.24525,206.13423,TRUE
4314,499.1215037,0.12150370000000521,2.0215375,0,0,0,674.89075,821.5719,686.7524,0,0,0,TRUE
4320,483.1480744,0.1480743999999845,2.023562,0,0,0,3418.5972,4273.691,3920.4834,0,0,0,TRUE
4323,568.2254699,0.22546990000000733,2.025601,0,0,0,2926.587,3130.052,2651.9006,0,0,0,TRUE
4327,572.235756,0.2357560000000376,2.0291574,0,0,0,5123.1406,5223.5723,4668.7534,0,0,0,TRUE
4328,573.1811321,0.18113210000001345,2.0256011,0,0,0,307.23416,422.6052,346.08786,0,0,0,TRUE
4331,291.0958357,0.09583570000000918,2.0297108,0,0,0,1123.4508,1395.8661,1759.8209,0,0,0,TRUE
4336,577.1909739,0.19097390000001724,2.0332372,0,0,0,2394.9785,2540.5605,1854.3977,0,0,0,TRUE
4339,348.2021971,0.20219709999997804,2.035847,0,0,0,3063.664,3631.919,5122.928,0,0,0,TRUE
4341,370.1842666,0.18426660000000084,2.0358803,0,0,0,290.85605,314.93915,424.28574,0,0,0,TRUE
4348,177.0550141,0.05501409999999396,2.0629992,23.805159,25.180119,0,3273.018,3372.29,3446.9136,27.136082,24.328749,30.19806,TRUE
4350,287.1370069,0.13700690000001714,2.0461664,0,0,0,7666.4546,6982.1577,7606.309,0,0,0,TRUE
4354,303.1109021,0.11090209999997569,2.048217,0,0,0,2434.1848,2506.2095,2418.521,0,0,0,TRUE
4368,513.1588889,0.15888889999996536,1.9783782,0,0,0,2468.3179,2838.5574,2989.8218,0,0,0,TRUE
4371,508.2035035,0.20350350000001072,1.9763197,0,0,0,3389.1528,3439.425,3519.2944,0,0,0,TRUE
4377,309.0970972,0.09709720000000743,2.0564804,0,0,0,982.0572,890.4371,731.942,0,0,0,TRUE
4381,425.1788385,0.17883849999998347,2.0585387,0,0,0,5032.1904,5333.9937,4818.8765,0,0,0,TRUE
4387,403.1969275,0.19692750000001524,2.060597,0,0,0,3287.9775,3623.6719,4390.922,0,0,0,TRUE
4388,441.1528351,0.15283510000000433,2.0606132,0,0,0,1098.9482,1322.4023,1228.249,0,0,0,TRUE
4400,553.2109037,0.21090370000001712,2.0626757,0,0,0,311.32782,392.4904,358.22147,0,0,0,TRUE
4404,548.2563445,0.2563444999999547,2.0647242,0,0,0,3758.9224,3852.9019,3257.5137,0,0,0,TRUE
4408,220.0585126,0.05851260000000025,2.0667865,0,0,0,3646.972,3765.2869,2851.607,0,0,0,TRUE
4416,336.1081614,0.10816139999997176,2.0729706,0,0,0,685.8189,793.38745,740.00507,0,0,0,TRUE
4423,386.2027492,0.20274920000002794,2.0750282,0,0,0,4298.727,4623.607,4202.4375,0,0,0,TRUE
4425,353.1355771,0.1355770999999777,2.075042,0,0,0,3529.367,3736.42,2514.9827,0,0,0,TRUE
4427,146.060488,0.060487999999992326,2.0766585,1379.4993,1295.1058,550.7645,10829.391,10230.313,11942.736,571.5985,783.12286,1303.823,TRUE
4438,379.1003542,0.1003542000000266,2.0853744,0,0,0,570.0983,751.81384,593.24457,0,0,0,TRUE
4444,287.0898093,0.08980930000001308,2.0895212,0,0,0,566.441,596.33215,483.9371,0,0,0,TRUE
4461,422.1428594,0.1428594000000203,2.1028032,0,0,0,2027.6464,1868.6174,1144.1963,0,0,0,TRUE
4474,590.2461385,0.24613850000002913,2.1157868,0,0,0,555.26984,557.637,559.4985,0,0,0,TRUE
4478,391.1479921,0.1479921000000104,2.1178465,0,0,0,749.9319,700.03217,516.0181,0,0,0,TRUE
4481,455.2258785,0.22587850000002163,2.1198769,0,0,0,1998.7678,1752.5737,1909.468,0,0,0,TRUE
4488,471.2000025,0.20000249999998232,2.1218948,0,0,0,435.83267,397.24094,371.89847,0,0,0,TRUE
4490,383.1107522,0.11075219999997898,2.1239297,0,0,0,1249.359,1237.3679,1184.1254,0,0,0,TRUE
4499,367.1365171,0.13651709999999184,2.125972,0,0,0,2989.12,2853.2795,2907.928,0,0,0,TRUE
4516,202.0842281,0.08422809999999004,2.1320858,0,0,0,1042.4204,1051.2905,1123.7609,0,0,0,TRUE
4542,339.1079315,0.10793150000000651,2.1422005,0,0,0,12443.431,12870.609,12846.038,0,0,0,TRUE
4547,361.0899691,0.0899691000000189,2.1442401,0,0,0,4077.6711,4908.6357,4446.2373,0,0,0,TRUE
4579,450.1978044,0.19780439999999544,2.158418,0,0,0,3879.0247,4466.879,3909.8918,0,0,0,TRUE
4584,412.1820435,0.18204350000002023,2.1603873,0,0,0,2783.28,2608.5413,2827.7305,0,0,0,TRUE
4585,417.1372202,0.13722020000000157,2.1604548,0,0,0,12808.464,13413.573,13500.255,0,0,0,TRUE
4593,471.1267755,0.12677550000000792,2.162424,0,0,0,1997.3387,1900.3473,1879.2812,0,0,0,TRUE
4602,391.1580741,0.15807410000002164,2.1643999,0,0,0,3464.1042,3808.0715,3260.3982,0,0,0,TRUE
4608,407.1318773,0.1318772999999851,2.1663802,0,0,0,1403.1498,1325.2429,1387.729,0,0,0,TRUE
4612,370.1139176,0.1139175999999793,2.166429,0,0,0,12650.661,12219.896,9942.294,0,0,0,TRUE
463,194.0328829,0.032882900000004156,0.46760657,0,0,0,5696.9316,6559.0303,7790.6846,0,0,0,TRUE
4644,809.1572095,0.15720950000002176,2.168393,0,0,0,1629.5336,1652.5634,1526.0344,0,0,0,TRUE
4652,857.1676671,0.16766710000001694,2.1684046,0,0,0,6217.7305,6158.1772,6806.6387,0,0,0,TRUE
4663,434.202813,0.20281299999999192,2.222279,0,0,0,544.4525,463.51956,622.83606,0,0,0,TRUE
4675,793.1817543,0.18175429999996595,2.170417,0,0,0,78296.5584,83665.84400000001,79495.886,0,0,0,TRUE
4686,498.2553864,0.25538640000002033,2.1704395,0,0,0,592.06116,508.2448,575.6056,0,0,0,TRUE
4693,343.1371314,0.13713139999998702,2.1724517,0,0,0,2809.103,2754.7944,4311.5264,0,0,0,TRUE
4694,359.1107905,0.11079050000000734,2.172454,0,0,0,2120.0325,1937.2649,1329.4813,0,0,0,TRUE
4696,441.1534573,0.15345730000001367,2.1724517,0,0,0,2193.9463,2244.4182,2203.0544,0,0,0,TRUE
4714,561.196072,0.19607199999995828,2.1744888000000002,0,0,0,873.0121,772.17456,739.2158,0,0,0,TRUE
4721,377.084821,0.08482099999997672,2.1765234,0,0,0,35040.996,37289.586,30881.45,0,0,0,TRUE
4740,381.0806997,0.08069970000002513,2.1856146,50.361046,56.938118,91.3394,1645.0292,1605.2527,1913.5471,124.256226,129.19292,87.03939,TRUE
4757,411.1044235,0.10442349999999578,2.1985366,0,0,0,1185.4586,1190.5789,1053.5112,0,0,0,TRUE
4763,395.1317771,0.13177710000002207,2.2025867,0,0,0,3094.1907,3049.063,2976.4434,0,0,0,TRUE
4765,390.1769021,0.1769021000000066,2.204615,0,0,0,1669.8566,1837.2455,1408.4274,0,0,0,TRUE
4768,595.20151,0.20150999999998476,2.1198645,0,0,0,1924.1963,1418.8325,1407.564,0,0,0,TRUE
4769,587.1963862,0.19638620000000628,2.2248914,0,0,0,1536.3098,1756.556,1701.4307,0,0,0,TRUE
4786,427.1011647,0.10116470000002664,2.2189484,0,0,0,2270.0864,2053.1582,1725.8864,0,0,0,TRUE
4792,406.171464,0.1714640000000145,2.2209804,0,0,0,12434.057,13259.66,11771.651,0,0,0,TRUE
4795,411.1275172,0.12751719999999978,2.222956,0,0,0,3780.4922,3718.5798,3295.833,0,0,0,TRUE
4814,397.0905291,0.09052910000002612,2.2290306,0,0,0,2315.6594,2281.0796,1989.3334,0,0,0,TRUE
4818,452.0038512,0.0038511999999855107,2.237109,0,0,0,2504.4644,3029.3457500000004,2899.78423,0,0,0,TRUE
4854,375.0691172,0.06911719999999377,2.2371256,0,0,0,2613.042,2725.9875,1980.6453,0,0,0,TRUE
4865,351.071517,0.07151699999997163,2.239149,0,0,0,5490.1973,5542.1632,4469.1099,0,0,0,TRUE
4868,439.1584146,0.15841460000001462,2.2391498,0,0,0,1827.2164,1807.6193,1518.7444,0,0,0,TRUE
4874,391.0643341,0.0643340999999964,2.2411735,0,0,0,2130.3785500000004,2247.66946,1704.0819299999998,0,0,0,TRUE
4880,395.0746772,0.07467719999999645,2.2431972,0,0,0,1281.9874,1181.5726,885.6994,0,0,0,TRUE
4884,379.1011276,0.10112759999998389,2.2472277,0,0,0,2310.8909,2194.2285,1858.9711,0,0,0,TRUE
4887,369.0816144,0.0816143999999781,2.2492402,0,0,0,7165.321599999999,7534.030699999999,6807.243,0,0,0,TRUE
4904,205.0977865,0.09778650000001221,2.2426121,60.244316,49.769962,31.73579,5099.632,3593.511,4171.9756,30.247932,33.71042,39.860367,TRUE
4910,144.0813479,0.08134789999999725,2.239747,47.643723,45.3836,27.067858,70140.85,71876.67,67998.14,39.046856,42.086624,29.887016,TRUE
4912,217.0975146,0.09751460000001089,2.253279,0,0,0,161264.77,165184.7,151741.92,0,0,0,TRUE
4924,189.1026552,0.10265519999998673,2.2552989,0,0,0,921.794,905.166,788.40265,0,0,0,TRUE
4938,188.0710767,0.07107669999999189,2.2279189,41.91154,91.05257,64.96021,3831.3086,5574.9307,5117.94,45.918648,51.026512,109.99108,TRUE
4943,474.2606242,0.2606241999999952,2.2573178,0,0,0,81289.6,83676.945,70562.484,0,0,0,TRUE
4955,425.1788665,0.17886650000002646,2.2613542,0,0,0,3615.4705,2344.9434,3291.8706,0,0,0,TRUE
4964,779.2020067,0.2020066999999699,2.2639716,0,0,0,1919.8407,1884.5436,1933.0194,0,0,0,TRUE
4968,403.1966911,0.19669110000000956,2.2665918,0,0,0,1026.178,1699.9265,1067.0305,0,0,0,TRUE
5021,367.1506559,0.15065590000000384,2.299504,0,0,0,58587.453,58990.723,53280.66,0,0,0,TRUE
5022,389.1325109,0.13251089999999976,2.2995088,0,0,0,7636.257,7228.99,6752.2266,0,0,0,TRUE
5031,709.2695118,0.26951180000003205,2.301522,0,0,0,577.9518,542.0037,587.55554,0,0,0,TRUE
5040,177.0550864,0.05508639999999332,2.2901065,29.4525,34.527115,44.02277,133473.28,134299.92,134214.58,26.162079,28.214369,44.66941,TRUE
5043,513.1375503,0.13755030000004353,2.3055637,0,0,0,1018.7753,1107.0674,1234.9917,0,0,0,TRUE
5046,704.3144728,0.3144727999999759,2.3075826,0,0,0,722.2696,640.1509,634.1765,0,0,0,TRUE
5053,407.0745513,0.07455129999999599,2.3075764,0,0,0,2684.4954,2860.5522,2873.9468,0,0,0,TRUE
506,444.8658645,0.8658644999999865,0.46580204,8719.382099999999,6043.61735,7961.0157,108328.03889,91180.76022000001,54033.90267,5184.47405,7978.65376,6341.5698999999995,TRUE
5064,619.165398,0.16539799999998195,2.311613,0,0,0,572.47076,522.734,493.69495,0,0,0,TRUE
5068,536.1985944,0.19859440000004724,2.309595,0,0,0,2425.1628,2690.3145,2108.7861,0,0,0,TRUE
5078,413.0825559,0.08255589999998847,2.311607,0,0,0,5222.10825,5307.97709,5408.38105,0,0,0,TRUE
5087,397.1474506,0.1474506000000133,2.3136249,0,0,0,1129.7236,1081.9773,1107.5125,0,0,0,TRUE
5114,471.1993791,0.19937909999998737,2.3257296,0,0,0,1160.0062,914.371,925.4608,0,0,0,TRUE
5117,451.1930761,0.19307609999998476,2.327747,0,0,0,3295.1824,3531.5967,3030.002,0,0,0,TRUE
5118,455.2254017,0.22540170000002036,2.3277657,0,0,0,2831.2905,3403.9375,2749.4666,0,0,0,TRUE
5123,472.1226474,0.12264740000000529,2.331791,0,0,0,457.24783,503.65982,450.09644,0,0,0,TRUE
5137,426.1166679,0.11666789999998173,2.337929,0,0,0,1419.1793,1470.7701,850.65173,0,0,0,TRUE
5147,795.1771292,0.17712919999996757,2.3419626,0,0,0,1269.5939,1597.3811,1420.5798,0,0,0,TRUE
5156,379.100497,0.10049700000001849,2.3440015,0,0,0,8019.4204,5265.526,7564.1465,0,0,0,TRUE
5163,779.2024368,0.20243679999998676,2.343975,0,0,0,15061.583,15349.733,14340.612,0,0,0,TRUE
5167,357.1179312,0.1179311999999868,2.346014,0,0,0,1519.9327,1563.3835,1264.3936,0,0,0,TRUE
5169,841.1723176,0.17231760000004215,2.3466237,0,0,0,919.31415,916.819,1002.2822,0,0,0,TRUE
5171,611.1628282,0.1628282000000354,2.3486624,0,0,0,2880.5996,2808.9712,2683.166,0,0,0,TRUE
5178,633.1451222,0.14512219999994613,2.3513021,0,0,0,1033.7775,1028.3352,936.07385,0,0,0,TRUE
5182,232.1913683,0.1913682999999935,2.3617234,44.71583,31.72311,29.332218,8473.616,8417.011,7232.9814,30.614212,40.801743,22.02838,TRUE
5207,422.2392445,0.23924449999998387,2.3763194,0,0,0,2796.681,2004.141,1791.0039,0,0,0,TRUE
5208,427.1956155,0.19561549999997396,2.3766785,0,0,0,1363.2616,1724.7245,1497.5327,0,0,0,TRUE
5213,567.2276563,0.22765630000003512,2.365384,0,0,0,1229.9727,945.9401,852.2748,0,0,0,TRUE
5224,420.1872265,0.1872265000000084,2.3868284,0,0,0,10450.728,10655.568,10631.377,0,0,0,TRUE
5228,374.1453253,0.14532530000002453,2.3889198,0,0,0,14617.389,14391.459,13166.22,0,0,0,TRUE
5237,457.1113715,0.11137150000001839,2.3952248,0,0,0,1548.1617,1518.1558,1415.1995,0,0,0,TRUE
5244,441.1385163,0.13851629999999204,2.3973272,0,0,0,4954.6606,4665.6606,4149.8584,0,0,0,TRUE
5252,809.212618,0.2126180000000204,2.3994026,0,0,0,332.07172,467.7315,477.15762,0,0,0,TRUE
5263,562.2725288,0.2725288000000319,2.4057145,0,0,0,13591.1455,13832.079,12610.578,0,0,0,TRUE
5273,154.0505376,0.05053760000001262,2.403589,104.64865,39.86287,57.205643,1435.3882,1208.4646,1130.1997,48.04612,41.673805,38.51377,TRUE
5274,504.219509,0.21950900000001639,2.4078095,0,0,0,2505.2205,2630.6602,2279.5505,0,0,0,TRUE
5280,509.1755146,0.17551459999998542,2.4099255,0,0,0,981.0797,930.3377,797.3112,0,0,0,TRUE
5296,340.0800303,0.0800302999999758,2.4141743,0,0,0,973.18427,851.5724,827.1668,0,0,0,TRUE
5312,430.2296419,0.22964189999999007,2.4243584,0,0,0,4486.885,4555.4067,2918.9104,0,0,0,TRUE
5316,435.1847344,0.18473440000002483,2.4249985,0,0,0,491.65067,430.4511,461.28925,0,0,0,TRUE
5324,365.0850111,0.08501109999997425,2.4340222,0,0,0,424.18823,594.6466,467.11285,0,0,0,TRUE
5327,301.116446,0.11644599999999627,2.4430299,0,0,0,712.37714,641.4955,720.4666,0,0,0,TRUE
5329,341.1582867,0.1582867000000192,2.4749908,33.040936,29.36779,72.93919,3014.7803,2977.1152,2637.1995,33.878075,29.060083,24.47201,TRUE
5346,293.1003746,0.1003746000000092,2.463641,32.177704,31.0115,25.125908,920.8364,1146.6462,1013.1134,20.65213,29.17578,54.720116,TRUE
5348,370.1142943,0.1142942999999832,2.449343,0,0,0,3946.0017,4005.1477,3486.7422,0,0,0,TRUE
5366,329.1576004,0.15760039999997844,2.462116,0,0,0,930.15204,944.5599,575.9718,0,0,0,TRUE
5368,572.2356278,0.23562779999997474,2.459607,0,0,0,12374.113,11622.665,10157.069,0,0,0,TRUE
5369,441.1159773,0.11597729999999729,2.4601333,0,0,0,962.2502,862.3605,748.9769,0,0,0,TRUE
5370,177.0550739,0.055073899999996456,2.4422472,29.278465,51.110126,25.25739,20551.164,22737.283,22593.924,22.581448,32.55628,41.4691,TRUE
5384,596.2566903,0.25669029999994564,2.4621735,0,0,0,6276.6304,7153.018,4771.0728,0,0,0,TRUE
5397,601.2114748,0.21147480000001906,2.4641998,0,0,0,428.5525,277.97144,407.03336,0,0,0,TRUE
5434,425.0851578,0.0851577999999904,2.4845417,0,0,0,1238.5292,1237.3376,1614.0586,0,0,0,TRUE
5439,391.1002349,0.10023489999997537,2.4886374,0,0,0,627.67834,606.4388,388.09732,0,0,0,TRUE
5446,369.1181169,0.11811690000001818,2.4906714,0,0,0,1449.9965,1317.7433,1278.8145,0,0,0,TRUE
5458,394.2080793,0.20807930000000852,2.4947805,0,0,0,1689.7269,1783.7532,1562.3779,0,0,0,TRUE
5459,575.1755707,0.1755706999999802,2.4947722,0,0,0,6978.7485,6741.1064,6495.327,0,0,0,TRUE
5461,404.1560032,0.15600319999998646,2.4947993999999998,0,0,0,2211.1868,2142.1685,1957.6624,0,0,0,TRUE
5463,462.1977045,0.19770449999998618,2.4968975,0,0,0,1372.6564,1045.2682,1061.263,0,0,0,TRUE
5466,467.153348,0.15334799999999404,2.498923,0,0,0,3119.525,3440.8083,2646.678,0,0,0,TRUE
5474,496.240135,0.2401350000000093,2.5051973,0,0,0,1134.432,1037.5854,966.37317,0,0,0,TRUE
5488,409.1843442,0.18434419999999818,2.5128207,285.7254,358.54102,300.11737,53171.15,56741.367,50759.016,379.74463,342.48364,258.20273,TRUE
5509,595.2012303,0.20123030000002018,2.5258799,0,0,0,602.5342,726.2714,691.02423,0,0,0,TRUE
5511,551.2710881,0.2710881000000427,2.525905,0,0,0,1709.3875,1784.2539,1739.5182,0,0,0,TRUE
5522,427.1730178,0.1730178000000251,2.5279703,0,0,0,3596.6587,3443.9321,2915.5576,0,0,0,TRUE
5526,579.2275749,0.227574900000036,2.5279787,0,0,0,5382.204,5629.6367,4981.805,0,0,0,TRUE
5529,568.2982162,0.2982161999999562,2.5300438,0,0,0,1041.8602,984.48956,826.0402,0,0,0,TRUE
5549,517.2268438,0.22684379999998328,2.5405266,0,0,0,574.86145,643.5236,496.9594,0,0,0,TRUE
5557,512.2713461,0.27134609999995973,2.5425932,0,0,0,3387.0535,3549.3728,3257.4526,0,0,0,TRUE
5572,395.0745207,0.07452069999999367,2.5509405,0,0,0,955.97046,1041.9521,1105.5024,0,0,0,TRUE
5573,379.1005019,0.10050189999998338,2.5509584,0,0,0,2986.8079,3405.7642,3152.2007,0,0,0,TRUE
5612,404.2285726,0.2285726000000068,2.5675743,0,0,0,10120.56,8975.699,8852.409,0,0,0,TRUE
5618,442.2292557,0.22925570000001017,2.569627,0,0,0,5198.082,5159.872,4665.0303,0,0,0,TRUE
5622,225.1491211,0.14912110000000212,2.564473,209.04816,468.62784,322.1458,12231.916,12113.152,11481.986,396.6537,135.47305,274.596,TRUE
5626,207.1383695,0.13836950000001025,2.5740647,135.37415,169.35439,166.05467,52103.637,51986.355,49604.832,161.46048,228.58437,383.26898,TRUE
5630,447.1851203,0.18512029999999413,2.5737333,0,0,0,790.66364,914.6736,680.2978,0,0,0,TRUE
5643,705.2384945,0.2384945000000016,2.5798438,0,0,0,1710.5183,1508.0485,1375.6154,0,0,0,TRUE
5657,579.2289552,0.22895519999997305,2.5860243,0,0,0,2523.1484,2596.324,2379.3264,0,0,0,TRUE
5661,469.1689688,0.16896880000001602,2.5880861,0,0,0,4525.5845,4480.0864,4173.747,0,0,0,TRUE
5667,464.2136563,0.2136563000000251,2.5922015,0,0,0,8530.98,9332.107,8320.629,0,0,0,TRUE
5675,219.113282,0.1132819999999981,2.5948684,0,0,0,4712.003,5157.911,5123.503,0,0,0,TRUE
5679,202.0866996,0.08669960000000287,2.5969312,0,0,0,4131.461,4462.2305,4611.994,0,0,0,TRUE
5680,257.0689193,0.06891930000000457,2.596942,0,0,0,2340.4822,2485.3274,2611.944,0,0,0,TRUE
5683,241.09513,0.0951300000000117,2.6019063,0,0,0,5929.362,6673.4243,6632.282,0,0,0,TRUE
5688,572.2357941,0.235794100000021,2.604016,0,0,0,2236.7927,2369.0522,1905.6295,0,0,0,TRUE
5689,577.1899103,0.18991029999995135,2.6040876,0,0,0,552.6904,525.8764,402.2246,0,0,0,TRUE
572,202.0705251,0.07052509999999756,0.5180021,40.331753,42.60334,45.50537,40880.26,40861.926,37395.297,48.17016,38.420273,38.797398,TRUE
5727,339.1424487,0.14244869999998855,2.6234064,38.42286,48.516495,52.376194,16064.062,16261.258,14574.351,56.945194,38.654762,36.146767,TRUE
5728,355.1166189,0.11661889999999175,2.6134236,29.78644,39.366096,26.284775,6423.088,6301.0044,5689.445,27.308086,32.58923,31.988789,TRUE
5732,317.1593425,0.15934249999997974,2.6294146,0,0,0,745.3658,734.57733,610.2959,0,0,0,TRUE
5738,136.0761805,0.07618049999999243,2.6490889,1091.4697,242.58482,409.45743,16654.055,17102.377,15842.284,946.8428,696.151,336.6933,TRUE
5754,405.1740589,0.17405889999997726,2.641826,0,0,0,1206.3962,1301.0656,1236.1344,0,0,0,TRUE
5763,469.132724,0.13272399999999607,2.643894,0,0,0,3121.837,3431.8572,2763.9841,0,0,0,TRUE
5776,367.1362566,0.13625660000002426,2.6459482,0,0,0,936.7359,996.9481,892.7646,0,0,0,TRUE
5778,485.1065988,0.10659879999997202,2.646014,0,0,0,564.76166,588.94904,454.4138,0,0,0,TRUE
5789,442.2291493,0.22914930000001732,2.6501215,0,0,0,14039.937,14702.871,13165.193,0,0,0,TRUE
5791,383.110737,0.11073699999997189,2.6781034,0,0,0,235.83702,205.37352,331.046,0,0,0,TRUE
5792,447.1844792,0.1844791999999984,2.6521785,0,0,0,2646.9998,2746.0894,2270.7742,0,0,0,TRUE
5795,519.1987365,0.19873649999999543,2.6522028,0,0,0,1987.078,1927.4115,1875.96,0,0,0,TRUE
5813,431.1111963,0.11119630000001735,2.6625726,0,0,0,4181.5444,4564.6504,4061.2217,0,0,0,TRUE
5821,415.1370321,0.137032099999999,2.6667163,0,0,0,11178.585,11274.615,10255.748,0,0,0,TRUE
584,532.8487907,0.848790699999995,0.469635,0,0,0,9458.453,8603.56,5499.1743,0,0,0,TRUE
585,546.8261822,0.8261821999999484,0.46492267,2890.11517,1838.3324,2359.7136,37459.81265,41255.59175,32020.154619999998,1423.3135,2449.88,1895.4363,TRUE
5874,177.0547878,0.05478780000001393,2.7037811,31.892538,27.556427,23.499033,39237.266,40130.367,28826.703,24.89626,22.66042,55.497627,TRUE
5875,413.0825998,0.08259980000002543,2.6958277,0,0,0,1752.6191,1327.1827,1003.7304,0,0,0,TRUE
588,614.8127825,0.8127825000000257,0.469635,0,0,0,29488.766,29171.453,21458.309,0,0,0,TRUE
5885,605.1767131,0.17671310000002904,2.6979225,0,0,0,969.00055,1274.5831,950.0246,0,0,0,TRUE
5887,589.20169,0.20168999999998505,2.700016,0,0,0,1368.0048,1470.2848,1240.9148,0,0,0,TRUE
5893,427.1729737,0.1729737,2.7042446,0,0,0,580.789,493.60767,343.9615,0,0,0,TRUE
5898,411.2006945,0.20069449999999733,2.7063468,0,0,0,2081.337,2414.7236,1780.2166,0,0,0,TRUE
5901,400.218907,0.21890700000000152,2.6879158,80.64112,80.469406,139.78491,6553.8296,6486.5483,7025.299,168.72946,187.0203,140.75633,TRUE
5940,383.1110094,0.11100940000000037,2.727124,0,0,0,305.8021,364.83865,342.9331,0,0,0,TRUE
5944,367.1356946,0.1356946000000221,2.7292984,0,0,0,1072.2968,1163.9049,1011.5658,0,0,0,TRUE
5969,266.1239976,0.1239975999999956,2.742769,0,0,0,5213.5444,5458.7573,4957.0825,0,0,0,TRUE
5977,271.0794898,0.07948979999997619,2.7470615,0,0,0,919.78064,752.04553,743.62537,0,0,0,TRUE
599,850.7212931,0.7212931000000253,0.469635,0,0,0,5273.327,5767.1846,4601.7065,0,0,0,TRUE
6005,450.2342637,0.23426369999998542,2.7661228,0,0,0,407.0178,328.882,577.05286,0,0,0,TRUE
6018,391.1005525,0.10055249999999205,2.6979218,0,0,0,4596.3813,5768.53,4023.7742,0,0,0,TRUE
602,310.9133524,0.913352400000008,0.46974272,4434.558,3859.746,4551.718,86326.52,76853.14,54359.633,2960.7646,5043.0024,4171.331,TRUE
6024,519.1991388,0.19913880000001427,2.7810154,0,0,0,1751.9971,1607.3832,1540.0457,0,0,0,TRUE
603,367.9644554,0.9644554000000198,0.469635,0,0,0,2196.4604,2694.8816,3350.1226,0,0,0,TRUE
6031,559.1911833,0.19118330000003425,2.785169,0,0,0,1521.216,1400.6796,1347.4772,0,0,0,TRUE
6038,606.2562159,0.25621590000002925,2.7934773,0,0,0,1176.4708,1346.7383,1132.3358,0,0,0,TRUE
6044,433.1477508,0.14775079999998297,2.7955885,0,0,0,4148.109,4207.483,4076.7181,0,0,0,TRUE
606,578.7722926,0.7722926000000143,0.47159895,0,0,0,3335.3286,5264.206,6185.9644,0,0,0,TRUE
6080,611.2122438,0.2122438000000102,2.8018148,0,0,0,1911.0321,1882.1458,1825.7448,0,0,0,TRUE
61,222.9305124,0.9305123999999978,0.40418237,231.63649199999998,178.84871,190.153852,2435.381,3408.7059,4032.7833,164.87052,142.76474100000001,155.469095,TRUE
6120,191.1436339,0.14363389999999754,2.8067782,30.810455,31.10574,64.379105,12278.264,12866.013,11827.225,26.026836,54.36186,31.53408,TRUE
