feature,mzmed,rtmed,NEG_1_QC_pool_n1.mzXML,NEG_2_WT_b1_t1.mzXML,NEG_3_PM-31_b1_t1.mzXML,NEG_4_PM-37_b1_t1.mzXML,NEG_5_KO-6_b1_t1.mzXML,NEG_6_KO-22_b1_t1.mzXML,NEG_7_QC_pool_n2.mzXML,NEG_8_WT_b2_t1.mzXML,NEG_9_PM-31_b2_t1.mzXML,NEG_10_PM-37_b2_t1.mzXML,NEG_11_KO-6_b2_t1.mzXML,NEG_12_KO-22_b2_t1.mzXML,NEG_13_QC_pool_n3.mzXML,NEG_14_WT_b3_t1.mzXML,NEG_15_PM-31_b3_t1.mzXML,NEG_16_PM-37_b3_t1.mzXML,NEG_17_KO-6_b3_t1.mzXML,NEG_18_KO-22_b3_t1.mzXML,NEG_19_QC_pool_n4.mzXML,NEG_20_WT_b1_t2.mzXML,NEG_21_PM-31_b1_t2.mzXML,NEG_22_PM-37_b1_t2.mzXML,NEG_23_KO-6_b1_t2.mzXML,NEG_24_KO-22_b1_t2.mzXML,NEG_25_QC_pool_n5.mzXML,NEG_26_WT_b2_t2.mzXML,NEG_27_PM-31_b2_t2.mzXML,NEG_28_PM-37_b2_t2.mzXML,NEG_29_KO-6_b2_t2.mzXML,NEG_30_KO-22_b2_t2.mzXML,NEG_31_QC_pool_n6.mzXML,NEG_32_WT_b3_t2.mzXML,NEG_33_PM-31_b3_t2.mzXML,NEG_34_PM-37_b3_t2.mzXML,NEG_35_KO-6_b3_t2.mzXML,NEG_36_KO-22_b3_t2.mzXML,NEG_37_QC_pool_n7.mzXML
FT2397,423.955772176931,551.301513671875,290781.3,204358.6,139355.7,248915.7,157873.6,235312.9,250125.9,184077.7,121763.4,268820.2,167841.8,242744.4,211027.2,216130.9,173236.6,210869.9,262066.0,210969.8,214490.0,140074.1,126900.6,226373.6,137080.4,217987.0,205234.1,156485.9,105803.8,230314.7,132765.8,229066.7,194914.6,203288.6,165322.7,193437.4,259855.2,181074.0,192807.3
FT2398,424.033165322669,497.66633605957,150731.32,153090.32,126225.02,148620.08, 44960.78,163215.64,173579.01,181033.07,137860.97,183420.47, 65916.77,162375.38,164295.20,192221.56,182853.76,194815.07,129129.58,168530.84,189101.68,173161.57,187662.07,199688.95, 53638.72,206370.01,199315.78,213901.51,172286.27,207280.21, 68772.18,215275.39,207698.04,250591.80,234691.14,220811.46,163589.65,212377.29,253889.06
FT2399,424.076541873242,606.127166748047,  9746.988,NA,  2975.046,NA,123671.526,NA,  3793.414,NA,  2160.073,NA,134447.501,  2091.358, 23338.956,NA,NA,  3077.022,123503.977,  2433.660, 14243.209,NA,  1987.176,  3685.106,132156.170,NA, 16060.035,  2321.553,  2343.628,NA,153017.224,NA, 19831.879,NA,  5150.547,  5097.292,132509.432,NA, 15016.704
FT2400,424.57953055135,371.447509765625, 76694.30, 87335.07,112837.55, 63712.67, 39515.85, 65275.19, 93938.76,108901.36,102122.32, 85848.76, 24348.33, 69615.76, 79819.00,103082.33,111377.38, 98750.09, 14116.40, 72581.91, 77359.11, 90691.88,108422.11, 74418.83, 38130.45, 74862.02, 76793.52,104286.19,115155.93, 79523.11, 30194.71, 83833.33, 62964.57,111161.33,116743.94, 85062.79, 21153.81, 45827.78, 79586.25
FT2401,425.080956755234,604.9443359375,1238674.3,1362410.3,1291752.0,1049612.8, 733227.7,1506390.7,1139672.2,1215628.2,1360219.5,1271355.1, 746386.0,1554362.8, 919685.8,1123497.2,1055713.7, 820902.7, 544890.3, 776099.9, 656656.0, 813273.3, 796498.2, 666907.9, 435950.6,1089014.0, 838871.0, 818421.9,1129433.2,1100676.4, 584735.1,1620955.9, 765599.0,1188360.2,1085402.8, 887834.9, 597825.1, 907866.4, 933902.5
FT2402,425.109974898528,333.640167236328, 84190.58, 58391.05, 99907.87, 37937.95, 93922.80, 80148.72, 75817.21, 62408.15, 90842.35, 27446.60, 96061.90, 67750.05, 61935.16, 88003.01, 91243.97, 20974.72,182957.69, 76255.18, 80080.38, 45437.51, 89559.57, 43335.67, 86671.14, 63926.64, 68702.02, 64972.44, 95744.20, 23191.91, 87222.12, 58151.90, 76388.56, 85565.98, 95735.40, 22609.52,168199.49, 73648.28, 82011.15
FT2403,425.136553667856,534.783020019531, 74034.553, 45815.004, 20858.496,151832.706,NA, 11563.107, 71686.101, 23539.664, 28325.875,162542.422,NA,  6484.479, 64287.454, 11897.373, 11828.710,129361.006,NA, 18961.576, 65446.393, 21878.692,  2731.091,145930.866,NA, 15872.337, 55683.243, 19087.019, 14571.007,145302.384,NA,  5761.579, 65102.097, 16575.044,  4660.190,136751.252,NA, 12328.381, 67178.809
FT2404,426.022489655057,563.820922851562,34999086,37166721,33174828,35619829,20059754,31326815,34857507,44347994,35353550,37043099,19553072,33804876,33011020,42087867,35931393,39154550,24201893,28313035,33325654,36833271,33509600,36434064,20338079,31366709,32357379,44460546,35829338,36917507,20256724,35705047,34282903,46981393,38154565,40456344,24357671,28904151,35361731
FT2405,426.022551301029,616.057922363281, 8259861, 9934367,10524751, 7574878, 4718377, 8000794, 7827030,10212496,11216835, 6853927, 4743604, 7244268, 6809023, 8494505, 8843711, 7730410, 4336501, 7553329, 7594434, 9434963, 9998628, 7224806, 4449913, 7704054, 7445470, 9693877,10773510, 6734862, 4667664, 8251176, 7628815, 9490159, 9451674, 7554016, 4318471, 7920374, 7763155
FT2406,426.084386294233,604.999114990234,147207.13,135170.74,142861.77,121594.84, 57642.17,193992.31,134543.83,140117.44,150033.64,165275.98, 59663.35,185734.10, 96553.94,135114.56,130199.19, 85250.73, 33005.37, 95999.02, 67450.08, 93243.54, 86727.31, 77391.94, 17598.77,135003.21, 88807.56, 60896.23,124814.93,156107.90, 47575.22,228766.46, 67668.98,133346.19,131349.31, 96731.54, 34747.57,119986.21, 75103.13
FT2407,427.026061333533,563.866013916016,3697017,3966546,3506096,3806352,2165206,3309783,3642622,4750937,3763524,3885197,2087478,3668950,3471908,4457671,3723644,4179837,2552188,2933580,3518569,3901199,3550009,3881893,2188088,3316385,3487345,4809467,3841115,3956018,2156322,3843483,3666660,5086533,4053269,4385330,2544452,3046242,3717454
FT2408,427.19481660646,283.141525268555, 1832.428,NA,NA,NA,54794.771,NA,NA,NA,NA,NA,43651.659, 1731.996,NA,NA,NA,NA,60000.107,NA, 1887.872,NA,NA,NA,45147.854,NA,NA,NA,NA,NA,45912.908,NA, 2472.023,NA,NA,NA,60725.828,NA,NA
FT2409,427.233931077906,89.0948028564453, 83298.12,153505.58,160136.79,167956.32,139437.58,161345.66, 81354.43, 83159.76,164208.84,163779.63,190344.42,187209.84, 88036.60,108665.84,184071.94,125271.31,142581.11,146068.72, 47709.20,163061.88,170248.73,173966.94,142731.00,175921.56, 44089.53,101096.21,171329.82,153770.40,215337.71,175767.46, 93576.80,124394.75,187762.04,130651.94,167383.40,115718.65, 83670.88
FT2410,428.026736196794,549.355224609375,3248109,3269214,2742663,1947823,3022144,4129672,3203846,3919554,2718970,2429251,3035100,4730022,3185328,4173537,3258832,2179177,4115285,3856035,3172009,3271764,2841557,2024993,3251199,4414045,3265827,4123575,2899955,2589055,3318977,5032677,3322518,4688994,3604931,2245047,4455196,3869221,3487932
FT2411,428.062653991651,441.182006835938,183419.41, 82921.61, 98685.14,218962.96,357809.93,130909.87,244933.25, 88862.19,127658.39,222566.21,384968.90,142894.14,255344.80, 84734.82, 91935.20,216510.31,140423.25,125518.27,235906.00, 95837.69, 96078.21,205146.08,330065.35,102852.62,209185.40, 67308.92, 99759.21,165569.00,307173.61,112576.79,153264.80, 67777.21, 65431.98,179480.26, 96392.53, 90712.39,175124.37
FT2412,428.109221778568,481.610015869141,2510225.1,1758373.5,3191110.5,7049588.8,NA, 795051.0,2583187.5,1270512.1,2755702.4,6593910.7,NA, 537048.0,2390195.6,1176969.6,2203214.7,6736960.4,NA, 579127.3,2395272.8,1667662.9,3086836.8,6972454.1,NA, 789213.0,2375877.3,1284877.1,2768239.5,6501765.6,NA, 567200.3,2438129.4,1165236.7,2323893.6,6833189.2,NA, 606968.5,2513319.5
FT2413,428.209001712582,273.358825683594,303699.4,266402.7,308744.5,291325.8,175917.1,262908.5,247731.4,238981.4,294303.6,272185.9,160761.9,224807.2,235032.3,216016.5,251844.9,236943.8,177424.6,195923.3,229459.1,206763.4,257093.7,256688.9,148621.1,208001.7,227332.3,200497.3,275712.3,245704.3,157284.0,220309.8,212017.0,216904.5,237701.9,249048.7,170004.8,194367.0,209843.2
FT2414,428.215058424809,481.42497253418,171535.68,180199.68,193214.70,184621.09, 65038.67,130197.78,168742.67,166572.24,228559.64,200905.93, 70919.80,132599.97,166884.62,175133.03,193096.83,218525.06, 63682.19,145345.62,164151.61,180449.63,203847.14,231924.43, 60513.97,149331.50,164203.25,161369.89,237356.54,217224.82, 66801.48,151925.01,157962.32,148453.11,176696.63,139925.15, 72349.03,132177.06,155494.57
FT2415,429.030465402358,548.527954101562,371256.0,370792.3,285728.3,196614.8,357107.9,450011.9,343329.4,458130.7,309932.7,251618.5,330860.2,564059.7,338036.1,476183.0,341642.8,213605.5,462811.5,445380.4,350380.6,376412.7,311553.3,204540.9,371797.7,504247.1,360043.4,451995.8,300586.5,278358.7,367933.1,545913.1,397498.1,512251.9,393937.1,221084.8,486392.1,432009.2,387312.8
FT2416,429.058255973462,549.865234375,536760.4,684991.6,710392.7,321512.3,259193.9,913066.1,545807.2,669320.5,731008.8,361463.5,283987.6,921526.5,571978.0,657906.5,643033.2,338580.0,268109.2,944769.9,519840.5,638177.1,661157.0,349958.9,277962.4,949903.6,537968.0,686906.9,745880.1,357673.3,293604.9,967656.5,544221.9,690242.9,681692.4,347814.8,292106.8,900162.8,585611.7
FT2417,429.096624801874,441.177474975586,356992.45,105756.76,117404.34,301292.46,561159.24,214654.75,352026.44, 95936.14,161355.81,277615.94,525761.87,179402.56,262311.51,104518.80, 93746.00,276686.63,311781.82,183326.15,321178.09,102811.85,120619.84,284401.64,479183.74,190337.10,287932.70, 86299.49,134098.35,266616.70,498628.61,209035.78,325004.48,106864.88,103030.71,308623.61,173295.26,217855.08,322892.02
FT2418,429.104353666335,534.774841308594, 276085.389,  43254.443,  41899.602,1248361.389,NA,  16736.442, 269486.034,  30353.485,  35441.211,1172655.603,NA,   6030.619, 246293.549,  32432.113,  18996.201,1162568.063,NA,  13476.111, 259457.965,  23765.180,  29325.316,1276031.678,NA,  14496.979, 234590.336,  32514.253,  30193.795,1117766.280,NA,  18420.008, 224164.515,  32441.384,  24803.331,1119317.207,NA,  15312.142, 231893.302
FT2419,429.11269012362,481.525894165039,299195.22,214862.07,380103.06,815356.98,NA, 90800.08,315133.81,150845.59,340238.79,777991.79,NA, 44123.02,279425.46,139570.08,287539.81,824487.72,NA, 73197.42,287116.99,197109.95,366314.32,834627.01,NA,101728.37,280190.20,144478.27,335260.52,753414.29,NA, 56751.76,277636.28,135920.49,248557.37,804676.69,NA, 66049.71,305698.32
FT2420,429.154646454576,332.961624145508,39653.22,59682.63,58402.44,17873.27,40582.89,41047.59,25496.72,69557.87,68082.65,13811.98,29814.29,29168.87,34443.65,66613.69,53175.12,16326.29,19067.13,32600.01,39867.39,61867.01,68834.21,20802.17,47697.69,45994.08,28385.54,74709.67,78012.06,16332.18,31307.33,48166.82,33471.25,72294.05,63559.77,22227.22,25601.77,42392.40,38378.51
FT2421,429.192177348775,90.3798217773438,186575.04,179104.53,180655.10,127933.55,150228.34,265720.35,201522.61,112649.47,178716.41,116343.47,393696.50,187657.11,167499.45,174246.82,142684.39, 85768.36,281216.85,166599.16,203751.14,184243.61,187118.46,122017.84,187919.86,259939.12,207833.63,122069.26,210964.74, 73713.79,362517.26,160437.69,196574.88,184457.57,136572.16, 92454.71,258388.82,225652.02,186595.54
FT2422,429.193180215445,90.927806854248,290330.32,148544.77,177859.55,117267.18,132171.28,206001.43,286095.87,105894.98,136021.85,125312.28,377649.97,173031.28,169628.35,170271.40,144095.79, 71385.36,269213.64,132841.61,292876.40,124846.52,156812.02,123906.85,177834.68,251638.07,268627.87, 95661.91,173881.00, 70665.40,361989.85,134064.93,304961.38,155146.91,121795.54, 82808.62,187652.24,167665.83,254767.58
FT2423,430.084500261936,274.73599621582,304128.31,223513.45,401762.36,421738.53, 89952.80,206606.30,311836.41,231990.17,431446.43,394700.28, 91385.90,200172.48,266292.38,223534.26,362916.87,378321.46,114162.70,190071.28,276304.03,193570.66,386424.42,395242.85, 84433.71,185317.93,292638.14,226358.26,428269.53,374535.25, 98448.99,206997.43,286246.12,240934.66,349494.25,359250.25,110195.63,180852.12,293935.75
FT2424,430.113831373796,481.43115234375, 68183.450, 43932.557, 81260.430,191554.726,NA, 15466.679, 64559.080, 27607.262, 69530.323,170910.601,NA, 11668.468, 62742.344, 21234.937, 61465.187,178071.556,NA,  2954.528, 57292.032, 45018.101, 80114.790,190226.182,NA, 15418.466, 57643.478, 29736.924, 83625.732,180380.583,NA,  5797.600, 59963.844, 29703.540, 62245.363,180229.516,NA, 15042.178, 66566.909
FT2425,430.739870172897,991.913,1533500,1413485,1703404,1640695,1423795,1240849,1567168,1465667,1889561,1655204,1452458,1322463,1517557,1476258,1557021,1651815,1183554,1178110,1445569,1357478,1608178,1532978,1294493,1196023,1423055,1383602,1832287,1644214,1389698,1280926,1453888,1415918,1412199,1563500,1126958,1155987,1424935
FT2426,431.087759635907,274.740219116211,35429.399,23875.704,51641.718,60224.469, 3424.516,22767.252,29848.836,36125.143,60611.592,54887.593, 4079.802,18125.166,29598.262,24869.757,57386.579,50080.478, 3773.294,16164.687,31696.436,15357.681,51114.423,52592.432,11347.412,23036.167,35209.774,23944.723,60846.435,53804.280, 4763.657,23685.643,34945.644,28105.287,45756.641,50038.349, 4871.167,18154.205,43450.461
FT2427,431.091419993096,500.41796875,258620.2,233859.3,165445.6,135118.7,518558.4,341763.2,259043.7,247568.6,186816.9,125042.9,555751.9,342195.4,244285.1,271512.7,171297.3,143216.3,592477.8,364585.8,251953.7,276991.0,200626.4,155919.8,572919.3,421365.5,269848.4,320202.9,211999.4,128999.3,652079.9,355862.3,291257.5,331038.8,173241.7,174301.8,796517.8,454050.3,332215.6
FT2428,431.121792283014,340.550903320312,202943.09, 41419.07, 10717.40,278761.68, 71849.93,103050.97,205813.88, 85188.87, 24633.01,319359.62, 58878.73,120113.49,175074.82, 88461.23, 58720.63,301395.50,117094.36, 90446.50,184086.76, 43319.72, 12683.99,274671.68, 59553.64,109499.50,189890.56, 83056.05, 17291.24,329435.59, 56215.58,119175.14,181007.37, 80437.98, 62493.37,280849.87,114247.17, 90528.39,169193.53
FT2429,432.106016707494,231.320785522461,196714.4,119114.1,105018.6,134324.7,242398.2,174949.4,200835.5,140306.3,109008.1,144142.2,228287.0,163676.9,157202.2,154005.1,133493.2,137209.2,308703.7,150313.2,149181.4,102466.6, 94709.4,129805.5,240439.0,156324.0,157900.3,137547.9, 91523.9,144357.4,200138.5,157276.3,155942.3,137933.4,140820.4,139148.0,293027.7,147022.2,147149.5
FT2430,432.576788711923,456.615997314453,216169.7,166617.8,294446.9,263353.4,245709.7,204601.9,227623.9,205228.5,342083.7,145381.0,255519.7,197056.0,229537.2,184755.2,255132.6,220610.4,167885.4,221112.3,222160.8,147071.3,297670.0,248063.2,238781.8,213605.3,229438.9,189583.8,342202.9,150626.4,220522.2,209391.0,210672.7,208210.0,248766.1,208324.6,161557.9,221231.4,217071.4
FT2431,432.73790211655,991.910217285156,622959.5,596648.9,725833.2,670403.2,605413.6,531729.1,649525.5,620645.5,784968.5,698114.8,578241.3,544321.4,642697.2,628338.0,648317.5,701322.3,504774.8,492208.1,583876.1,570507.1,674447.3,634637.5,574922.1,511863.3,620821.0,605747.6,774312.2,690496.4,592428.9,556007.0,601306.0,591710.9,627068.8,657647.0,462573.9,470310.5,618384.6
FT2432,432.815829837386,978.669403076172,1444375.5, 475488.6,1158639.5, 898447.6,1416406.5,1916240.5,1414221.9,1384546.6, 469370.5,1258602.9,1607833.9,1831206.4,1444577.9,1256204.1,1215057.4, 961619.0,4123530.2,2149040.4,1382126.7, 866551.7,1204704.2, 981026.4,1583890.8,1990232.0,1625710.1,1434337.7,1451253.1,1322991.6,1670321.8,1981326.1,1512811.6,1421487.4,1278256.8,1030859.6,4701521.5,2334975.1,1623370.6
FT2433,433.111805376502,416.722198486328, 68464.127,NA, 56013.259, 14609.253,152964.388, 85632.061, 64680.775,  2180.599, 65384.581, 27403.934,149255.173,118240.490, 63704.591,  4358.564, 72028.031, 21080.779,116685.248,113744.449, 61247.532,  4896.877, 39986.038,  8842.550,144464.243, 73995.060, 41965.175,  2171.274, 65481.481, 20168.106,133743.309,102956.200, 53867.908,  4325.936, 68696.026, 28647.705,109660.435,106584.756, 60080.228
FT2434,433.942478657893,576.373107910156,473792.92,504641.57,448395.67, 84419.71,462950.97,653748.45,443146.32,589432.88,461563.59, 36853.89,458251.03,610794.64,445740.34,547645.47,418503.00, 67991.21,514674.43,600384.57,410845.46,490500.18,469958.80, 68421.49,448871.41,638077.57,417159.53,626531.44,464317.68, 46765.76,463266.39,617569.19,433184.21,568068.67,433831.90, 55938.23,516291.25,626174.16,429338.81
FT2435,434.133650389658,437.270812988281, 152188.893,NA,NA,   2341.142,1221490.480,  18270.228, 136782.835,NA,NA,NA,1200611.039,  16713.977, 134312.386,NA,NA,   6948.336, 490210.870,  12607.495, 131301.413,NA,NA,   6113.002,1094001.828,  15697.529, 122047.339,NA,NA,   6289.678,1066329.454,  23382.892, 119905.463,NA,NA,   1919.199, 437481.325,  12922.079, 124422.310
FT2436,434.735918205432,991.913,106435.93, 92597.61,124989.51,122970.64,104371.68, 93086.24, 99219.59, 97752.94,133792.75,120808.35, 97467.36, 88395.62,101973.20, 95144.51,101652.59,110410.83, 86573.08, 72409.49, 94957.37, 84813.06,109752.32, 98025.03, 81628.33, 79210.93, 95702.89, 97049.49,128908.15,109741.49, 93856.43, 81857.31,104007.08, 95296.09,105454.42,109666.50, 71042.74, 71257.03,111703.72
FT2437,434.864377373076,591.89697265625, 951662.8, 722983.7, 824240.2,1083363.1,1130540.9, 820732.1, 861911.0, 752109.0, 739232.3,1162968.3,1014608.1, 702236.4, 777058.8, 699146.7, 788127.3,1097259.4, 927372.8, 687477.9, 845934.8, 716244.6, 773449.1,1032165.1,1025896.3, 724581.2, 833928.3, 690767.0, 688774.6,1032849.8, 955776.3, 751037.7, 637855.9, 755647.7, 789100.4, 918431.1, 915160.4, 736356.2, 839920.4
FT2438,435.004646146408,846.769866943359,136590.85,101208.29,131881.82,144934.38,156681.69,116185.70,148705.24,116400.42,126084.32,141802.64,134761.04, 61000.63, 70016.24, 72681.74, 92352.61, 99943.11,156337.99, 98573.25,103037.15, 68111.85, 92074.57,119885.91,103234.47, 94749.31,114779.29, 82823.30,101139.30,128961.12,130732.20,110639.30, 94528.49, 93776.15,105113.26,111405.29,156962.36, 98513.94, 90325.28
FT2439,435.119279906779,340.586273193359,  1806.942,NA,NA, 56431.782,NA,NA,NA,NA,NA, 80101.870,NA,NA,  1680.556,NA,NA, 75553.712,NA,NA,  6269.683,NA,NA, 64384.919,NA,NA,  2470.558,NA,NA,115186.816,NA,NA,  2018.181,NA,NA, 99597.517,NA,NA,  6190.969
FT2440,435.204891653938,246.649002075195,146906.87, 63198.15, 30252.31,163541.51,NA,101861.33,125907.76, 61131.72, 39682.85,186358.46,NA,108162.50,114908.14, 66381.84, 55109.43,145337.22,NA, 77546.78,108036.15, 35809.19, 34857.69,131286.25,NA, 85364.96, 95041.56, 63280.92, 35594.69,156884.45,NA,101734.28,109332.25, 69608.25, 54482.44,124524.09,NA, 72522.21,102931.81
FT2441,435.251680116346,94.0022964477539, 533981.9, 276699.5, 323851.6, 869380.0, 356546.9, 527735.4, 503806.0, 294055.3, 350627.3,1038358.2, 413506.2, 571651.1, 565566.9, 356658.2, 397257.9, 869851.2, 544977.0, 549854.4, 546916.5, 271871.8, 321772.0, 932495.5, 401578.1, 569755.4, 548243.7, 325626.0, 378371.7, 958113.4, 439244.0, 636785.1, 573103.3, 362551.7, 361041.1, 942476.9, 558193.2, 547141.4, 598536.1
FT2442,436.108806950913,297.215042114258,18996.301,NA,NA,73728.913,NA, 1738.137,14311.977, 5222.507,NA,95406.842,NA, 5620.138,16554.018,NA,NA,70857.235,NA,NA,28165.188, 1762.299,NA,70075.015,NA,NA,20701.971, 3778.747,NA,90631.880,NA,11197.123,22462.877, 2684.432,NA,77386.545,NA, 8756.168,12339.163
FT2443,436.113267204436,488.125747680664, 12049.728,NA,NA,NA,316886.453,NA, 10557.482,NA,NA,  3420.817,332778.645,NA, 20346.759,NA,NA,  2795.320,241451.826,NA,  4075.353,NA,NA,NA,315910.561,NA,  2479.281,NA,NA,NA,320769.853,NA,  8962.194,NA,NA,NA,237258.839,NA,  2920.175
FT2444,436.15885749479,481.419647216797, 37544.913,  2418.047, 68915.945,NA,NA, 58756.618, 28219.618, 13518.287, 51253.833,  1934.475,NA, 54677.914, 32310.120, 20909.768, 99858.963,  2467.274,NA, 33556.802, 44920.413,  2530.687, 57011.330,NA,NA, 59691.174, 46368.713, 12117.465, 46911.200,  5597.519,NA, 55218.272, 46162.806, 23596.436,103718.447,  2677.227,  1799.440, 34313.327, 42940.429
FT2445,436.283514336815,163.244995117188,2222221.6, 280442.0, 336431.6,6597813.5, 239437.9, 522408.5,2230069.9, 299011.2, 340624.8,6512673.4, 226712.3, 563168.7,2223436.1, 354943.2, 337685.7,6533838.4, 247270.2, 527841.8,2133746.7, 292929.0, 352305.8,6645944.9, 262560.9, 541362.4,2155399.6, 322468.8, 332436.9,6415095.2, 249939.1, 574432.8,2195668.6, 338779.8, 380094.7,6446434.4, 247691.7, 533477.0,2213137.5
FT2446,436.28344765399,95.2363128662109, 4826760.9,  617320.0,  670530.0,12152438.1,  431607.0, 1207038.2, 4911482.5,  610651.0,  701290.6,12799724.5,  503430.4, 1126208.5, 4660855.4,  673352.5,  632785.5,11681219.7,  695613.3, 1206940.4, 4536759.5,  533129.0,  674901.6,12509680.6,  515155.3, 1290938.0, 5001999.0,  668880.8,  722599.7,12062708.8,  499368.4, 1220341.2, 4788684.1,  702607.0,  719299.7,11782379.2,  706406.2, 1271916.4, 4797555.6
FT2447,436.773974137231,990.441040039062,765354.6,743599.6,861120.4,802094.6,720481.3,672263.1,777011.1,739431.7,967809.6,852194.1,795045.1,677960.7,777739.2,743193.6,775286.9,852002.7,644917.3,595049.4,716506.5,689884.1,821448.8,771539.6,675980.4,620879.4,737146.8,694105.4,920757.0,814508.8,727655.3,671014.9,753944.8,704957.6,748340.2,792553.6,598553.3,610633.5,730762.8
FT2448,436.827845200867,586.117004394531,331341.5,187799.8,279899.0,324324.1,406518.5,352858.7,372373.1,262436.3,288445.8,411251.8,455489.3,322476.0,313223.7,264925.4,296576.9,326409.3,586529.8,370729.9,379172.8,241840.6,333909.6,355969.0,476986.1,440649.0,387388.6,352915.7,337580.1,454346.2,500689.6,445456.6,446016.3,374137.3,390085.1,452383.3,768615.8,504620.0,510504.0
FT2449,436.844902019588,962.827545166016, 940492.1, 620647.4, 760696.3, 671917.6, 882147.5,1113002.6, 853608.7, 898664.8, 780227.4, 670555.2, 865620.5, 936876.1, 800615.7, 764980.1, 665456.9, 624862.9,1256272.6,1186265.1, 865389.7, 602797.1, 706625.3, 623543.6, 824239.1,1002815.1, 848920.8, 851205.3, 716871.0, 763539.0, 851166.8, 981267.5, 909585.8, 787437.8, 672463.0, 639644.9,1262466.5,1044450.5, 880928.9
FT2450,436.967357458137,674.751007080078, 40260.557,  1538.808,NA,NA,386432.766, 33189.259, 42699.330,  1929.433,NA,NA,393321.331,  7539.723, 33862.645,NA,NA,  1629.070,448101.189,  7062.450, 37225.339,NA,  1640.171,  1467.361,328360.108, 27795.734, 25128.131,NA,NA,NA,378412.322, 11475.295, 25715.649,NA,NA,NA,462019.379, 13950.767, 35513.790
FT2451,436.980864864122,552.638427734375, 171848.798,NA,NA,NA,1100916.695,  13285.286, 142498.634,NA,NA,NA,1116575.375,   6690.000, 125145.710,NA,NA,NA, 789006.185,   5567.720, 114622.985,NA,NA,NA, 906798.566,   7677.195, 119349.669,NA,NA,NA, 997402.773,   2763.795, 102631.322,NA,NA,NA, 789525.401,NA, 134062.750
FT2452,437.025925757667,462.135986328125,129805.983, 44217.383, 64611.740,163806.498, 22359.713, 22516.554,126755.469,122954.729,118559.421,242400.411,NA, 40288.226,117641.124,158086.422,160845.654,279368.764, 83622.338,  8689.668,113360.571, 48711.447, 80339.327,157607.193, 42538.258, 24202.520,122095.520,126021.514,109159.636,222679.940,  6167.151, 32212.043,120851.913,166138.265,183317.634,304170.019, 92332.960,  5612.036,122358.093
FT2453,437.091792357772,346.124664306641, 48473.532,NA,NA,133773.001,NA, 10644.724, 48716.852,  1950.621,NA,183731.642,NA, 11590.490, 34601.927,  1812.317,NA,150040.998,NA,  3112.471, 51939.922,NA,  1824.334,132859.715,NA, 14594.354, 43131.891,NA,NA,184756.245,NA, 23106.031, 48920.918,  7473.271,  1492.109,158467.944,NA,  3979.746, 45199.401
FT2454,437.214370031442,199.060829162598, 82143.81, 95627.14,237004.89, 32583.70, 18276.98, 79469.76, 83201.37, 92812.43,261469.77, 50842.38, 16684.95, 79059.97, 80882.69, 89747.71,247628.41, 34953.03, 26835.01, 76647.61, 74211.67, 90449.69,243873.24, 36595.00, 21310.42, 86905.35, 80537.55, 93025.80,261962.07, 47117.55, 21449.74, 83973.90, 76580.33,102642.53,230319.44, 27036.33, 19441.91, 70061.27, 87848.60
FT2455,437.286807064635,95.2447052001953,1106299.05, 102417.36, 133931.73,2535908.79,  70394.85, 248839.59,1096322.29, 121132.19, 127232.34,2881548.22,  87679.46, 234036.04,1006138.04, 129330.05, 124598.71,2483456.27, 132924.36, 250674.14, 973919.96, 118473.88, 120757.39,2630956.93,  88899.78, 261609.61,1028082.41, 127248.44, 129885.40,2647979.21, 104043.61, 313485.02,1026560.51, 145311.28, 134437.64,2541388.04, 141061.17, 272936.70,1023519.99
FT2456,437.286979662676,163.244997558594, 487668.13,  40027.12,  63615.19,1440117.90,  38603.23, 101406.22, 476551.73,  44560.68,  62678.08,1453932.33,  36499.01, 109714.66, 516165.32,  70912.35,  67210.15,1474841.16,  47946.89,  79449.40, 470102.63,  33645.24,  56690.98,1512428.52,  38171.33, 103598.31, 449921.97,  73575.40,  28157.32,1428621.53,  40238.75, 119939.66, 483621.30,  65314.64,  68806.28,1484294.12,  36434.10, 116381.48, 503850.36
FT2457,437.982390083617,551.778076171875, 16516.151,NA,NA,NA,196833.991,NA, 18257.529,NA,NA,NA,198999.999,NA,  5330.883,NA,NA,NA,146483.959,NA, 18605.818,NA,NA,NA,180530.452,NA,  9775.520,NA,NA,NA,180207.356,NA,  8183.745,NA,NA,NA,144415.855,NA,  8934.077
FT2458,438.119034869053,505.930908203125,  7588.381,NA,NA,NA,157625.630,NA,  9451.197,NA,NA,NA,142911.980,NA,  9540.676,NA,NA,NA,166871.253,NA, 10741.486,NA,NA,NA,173573.551,NA, 20270.411,NA,NA,NA,209611.725,  2024.678, 17952.242,NA,NA,NA,175590.826,  3094.925, 29317.496
FT2459,438.2709078446,94.0022964477539,166255.7,129802.9,155241.2,185687.3,148229.7,292952.0,192092.6,147055.6,176207.9,226191.2,181327.0,319011.6,209893.4,179997.5,189329.8,163774.1,181326.4,284679.8,185550.6,141914.3,148696.9,212386.3,149233.3,296434.0,225051.8,192794.7,205742.0,231321.8,208885.3,315448.7,187482.1,215333.5,199092.1,212878.1,259795.4,279632.5,226910.9
