"feature","mzmed","rtmed","NEG_1_QC_pool_n1.mzXML","NEG_2_WT_b1_t1.mzXML","NEG_3_PM-31_b1_t1.mzXML","NEG_4_PM-37_b1_t1.mzXML","NEG_5_KO-6_b1_t1.mzXML","NEG_6_KO-22_b1_t1.mzXML","NEG_7_QC_pool_n2.mzXML","NEG_8_WT_b2_t1.mzXML","NEG_9_PM-31_b2_t1.mzXML","NEG_10_PM-37_b2_t1.mzXML","NEG_11_KO-6_b2_t1.mzXML","NEG_12_KO-22_b2_t1.mzXML","NEG_13_QC_pool_n3.mzXML","NEG_14_WT_b3_t1.mzXML","NEG_15_PM-31_b3_t1.mzXML","NEG_16_PM-37_b3_t1.mzXML","NEG_17_KO-6_b3_t1.mzXML","NEG_18_KO-22_b3_t1.mzXML","NEG_19_QC_pool_n4.mzXML","NEG_20_WT_b1_t2.mzXML","NEG_21_PM-31_b1_t2.mzXML","NEG_22_PM-37_b1_t2.mzXML","NEG_23_KO-6_b1_t2.mzXML","NEG_24_KO-22_b1_t2.mzXML","NEG_25_QC_pool_n5.mzXML","NEG_26_WT_b2_t2.mzXML","NEG_27_PM-31_b2_t2.mzXML","NEG_28_PM-37_b2_t2.mzXML","NEG_29_KO-6_b2_t2.mzXML","NEG_30_KO-22_b2_t2.mzXML","NEG_31_QC_pool_n6.mzXML","NEG_32_WT_b3_t2.mzXML","NEG_33_PM-31_b3_t2.mzXML","NEG_34_PM-37_b3_t2.mzXML","NEG_35_KO-6_b3_t2.mzXML","NEG_36_KO-22_b3_t2.mzXML","NEG_37_QC_pool_n7.mzXML"
"FT1236",243.04631448574,442.531372070312,1788565.4,1092919,1113733.3,1645762.4,2399606,1420902.7,1794839.5,919241.4,1265292.7,1636335.4,2267755.9,1286639.1,1532746.2,936618.9,957671.6,1541972.8,1443150.9,1252953.5,1637514.3,1009964.1,1023795.4,1477135.1,2124534.5,1261268.1,1591123.1,909943.4,1179148.5,1474083.3,2156682.2,1287875,1673966.9,983112.8,939776.4,1514351.5,1374018.1,1268707.2,1633502.6
"FT1237",243.056848193578,424.463577270508,54720.94,0,0,0,242924.25,36788.69,37881.68,0,0,0,255459.86,27060.92,33605.95,0,0,0,405635.39,28381.05,31424.19,0,0,0,257170.94,39497.57,44935.92,0,0,0,273596.38,15704.57,39806.39,0,0,0,372878.31,35399.31,25461.59
"FT1238",243.062435551455,347.500076293945,1748512,1152572,1496158,2627501,1348301,1170731,1657710,1112653,1687940,2266630,1368460,1133784,1604185,1082700,1428713,2533779,1112418,1173641,1575892,1098082,1567025,2603278,1277412,1195801,1628787,1118122,1672893,2263003,1338465,1188145,1669865,1127100,1424664,2393795,1101456,1227975,1711898
"FT1239",243.062344479614,234.141510009766,2756983.7,647105.3,523030.3,4921345.3,1813969,1620353.9,2669956.4,974101.6,535408.5,6490229.1,1507463.4,1957402,2637802.2,1248278.3,992975.6,5517070.9,3286124.4,1346767.2,2523294.3,590774.2,516970.7,5015386.7,1765052.2,1658338,2355257.2,970165.8,565464.9,6527487.1,1476085.7,1968289.2,2487682.5,1305342.7,1052960.8,5454186.3,3241024,1362284.4,2505941.4
"FT1240",243.062276568138,521.484008789062,707451.7,467092.3,643283.3,790197.6,640618.6,708246.8,643381.7,492057,577496.8,787278.4,689986.4,707647.7,683156.9,502354.3,573449.3,795571.7,590795.7,703696.7,685824.1,470281.2,600769.4,762560.3,635125.4,716854.5,711383.5,526118.9,569439.5,763835,695279.4,771927.8,662384.5,490042.9,559807,788881.7,625566.2,743960.3,592417.9
"FT1241",243.062376598893,623.054008056641,217090.11,288111.98,267010.08,94200.46,293237.35,248750.35,233850.33,262544.09,272653.94,102253.15,252918.93,244143.81,232066.23,262311.66,245142.2,100257.99,270732.17,222922.14,218840.33,260674.67,248282.4,92078.78,282997.11,217469.74,202358.36,251872.24,278516.83,104476.64,298093.1,252482.17,211890.18,244390.02,257452.55,77722.77,259252.02,232581.96,224815.22
"FT1243",243.081110230832,207.459777832031,466058.5,390555.6,667506.1,311747.5,470536.1,465327.5,465955.7,389412.7,663920.3,342643.9,479018.6,471924.2,455601.1,399330.3,619030.2,358470.5,490015.7,439560.2,448091.8,360496.7,629197.8,295260.1,481261.2,468478.3,421673.6,367529.1,660161,313860.2,470142.8,475627.1,453020,404091.6,618920.1,349119,513697.6,458102.7,437120.9
"FT1247",243.925784519619,396.376770019531,99519.79,116592.32,124356.29,74179.78,92391.85,97698.27,99444.45,110786.38,118956.08,84411.51,97887.63,107339.14,110716.3,120167.84,120193.02,84870.36,111251.9,101555.84,116091.22,126181.83,156140.24,104905.87,121219.5,120689.39,108167.06,119436.45,141684.31,88558.29,99876.27,89094.22,101775.16,107951.11,113444.29,82728.99,92407.64,77003.25,93126.92
"FT1249",244.049895945441,442.096374511719,107676.92,64615.01,57736.9,86713,84421.37,77320.66,116918.95,48637.09,73311.83,91997.75,68197.9,65408.92,98577.7,55143.29,55855.94,87019.51,71355.84,68335.52,89546.8,55127.29,61118.11,94544.57,98032.48,74284.56,94948.23,54243.58,58576.03,55720.95,98788.02,71719.03,109787.79,52781.9,55150.31,76371.41,76739.08,66503.04,94345.67
"FT1250",244.059207183653,529.459106445312,7932901,10254285,12213818,5965709,1358559,10350381,8495068,10145319,12771340,6318266,1422011,11082590,8013621,9982635,11493548,6476561,1408357,10601127,7809159,9427288,11611791,5687916,1229022,10178227,7758633,9736923,12239217,6420337,1384833,10762668,7431241,9861534,10761570,6003922,1434901,10187179,7528221
"FT1253",244.067542867565,441.194946289062,1552157.4,645399.9,656528.9,1296522.3,2252535.7,825259.9,1480681.9,471221.3,726926.5,1346302.8,2229244.8,867453.9,1458808.5,633893.5,561012.8,1304652.1,1237763.3,755087.6,1417561.3,578677.7,578622,1341188.8,2152191.2,787147.3,1416090,509976.5,689250.2,1240899.7,2070063.5,795935.3,1431666,588688.6,542056.3,1231878.2,1163200.5,776841.1,1375341.5
"FT1255",244.166919068712,768.588989257812,67116.78,74548.34,85246.65,49613.37,82673.59,52643.9,75034.29,80332.2,97726.54,56911.77,92406.42,47478.29,65664.68,76047.34,81395.13,46504.99,85699.56,52898.5,74060.78,73318.42,95052.83,43300.27,86357.31,55419.98,58499.07,76510.81,94841.11,49224.55,97691.87,58884.19,75183.19,75302.16,64033.92,45965.52,97112.84,57057.21,68159.91
"FT1256",244.905848656001,975.933227539062,16743281,10505764,14477968,11270042,16648295,20312728,16407324,16176865,14896335,14447621,17339774,18922507,16251741,14530618,13700106,11766032,32885000,21674860,15801462,9549192,13672163,11261374,16928758,19920113,16075061,15509517,15372932,14701578,17568273,19814309,16495393,15271542,13584622,11372180,35175199,22781189,17406192
"FT1257",244.906075137603,1028.56005859375,1889365.9,1707856.5,1915574.1,1729400.6,1726018,1814118.5,1763624.5,1729739.6,1716359.8,1700485.3,1481703.2,1236049,1497755.3,1596158.9,1477458,1500896.7,1048214.9,1735072,1556692.5,1389684.1,1507118.9,1460476,1533323.9,1590006.7,1567239.1,1501327.8,1575003.9,1554364.2,1534616.6,251542.3,1573732.6,1611988.4,1528796.1,1448250.6,129124.5,191552.2,1479379.9
"FT1258",244.924161753198,392.240051269531,81869.85,91304.66,100977.48,52996.96,66854.74,67412.82,64450.39,80860.12,98036.43,56313.78,69478.59,67355.03,75843.46,83891.42,88607.44,54424.17,66553.73,47249.71,70693.41,84471.22,103812.69,68361.8,77908.16,78843.05,73388.13,91819.54,116163.11,66370.43,76838.51,71639.8,74352.02,91957.44,104897.39,61827.98,78671.4,78282.23,88102.01
"FT1259",245.043327110081,432.852416992188,28243682,15420314,11827997,47311660,6966770,15532951,26945403,14838327,13141182,47298384,6707353,15082423,25297121,14912849,10859086,45260701,9811705,14920292,26247116,15044737,11902777,48453607,6503588,14702090,25015072,14914644,12996048,43086269,6650987,15902269,26109882,16153241,11101473,43796765,9925270,15210967,25582820
"FT1260",245.062412086674,530.106658935547,491838.98,639951.6,765710.52,372334.7,45448.66,642397.86,491897.4,626963.9,779658.3,397052.08,29425,687088.69,486738.64,628000.54,715924.45,377649.88,58146.57,650094.39,466276.21,582923.45,690401.81,332243.71,62970.69,650746.04,475677.41,583406.98,739570.32,374268.11,62273.82,685754.91,462051.65,595547.61,660049.55,361542.98,60773.27,656968.63,473295.34
"FT1261",245.078049055403,241.165061950684,59735.58,37827.03,61647.29,91970.53,52309.5,35977.39,60539.49,43803.3,71411.75,73611.67,57337.24,46270.76,65615.78,22266.39,54486.41,79617.56,52654.41,38496.6,56325.4,43714.95,57342.55,90424.41,53666.8,39783.71,52602.59,35250.98,66479.83,70979.08,64867.5,35881.65,50636.77,37961.97,58781.08,80819.73,43395.94,42271.12,48861.96
"FT1262",245.909325107849,976.670959472656,359831.3,203124.5,322680.3,261019.7,325887,438985.8,369457.7,399737.2,332420.3,312476.1,357550.7,385554.7,337656.3,322233.1,316456.8,270197.2,692179.3,491320.1,354840.2,203430.9,305291,255425.7,368421.6,434833.6,349938.3,361432.8,341643.5,307759.5,382697.1,417693.8,392835.8,347248.7,293745.7,252100.9,812190.1,508127.8,359336.8
"FT1263",245.945695146741,271.985107421875,54825.69,43931.41,61567.65,58960.91,28030.1,35529.69,58660.77,33025.55,47028.85,56807.42,46346.32,46711.65,52699.99,47487.65,64798.23,59073.2,39668.2,36537.07,48288.82,39074.85,57400.97,61150.04,17907.43,44899.89,61848.55,49317.72,66207.94,75590.73,34794.82,55432.22,57536.48,40474.66,66671.71,41276.17,29323.87,26510.83,50672.58
"FT1264",245.971111876671,518.9462890625,1739272.7,1432558.9,1336601.5,1490913.8,1750717.9,1221581.3,1305339.6,1104011.8,1168688.8,1326852,1598761.8,1016173.7,1147521.5,1155817.1,1261239.3,1372903.6,1406229,945106,1138921.8,1121031.9,1167189.3,1248466.8,1446246.5,1120947.9,1201115.1,1013206.1,1025314,1270681.6,1490480.7,998083.5,1177267.7,1036105.9,1059913.2,1325844.1,1444806.6,1018185.4,1131298.6
"FT1267",246.057443904136,410.409576416016,10024219,8491256,9405694,7907836,9547361,10518156,9524520,9449365,9106629,8878257,9761641,10190613,9352533,9132337,8640239,7510155,11865413,10183725,8807655,7493989,8708140,7657959,8940749,9947266,8723628,9127192,8533088,8596848,9196157,9491558,8903111,8754975,8347335,7406751,10980195,9733793,8729080
"FT1268",246.063378963336,530.739013671875,90392.562,131640.339,151135.15,75390.534,6150.619,124687.909,101649.43,131076.253,157665.109,65840.558,11850.064,143064.193,101024.972,117817.22,105865.902,60296.829,5749.143,136293.616,86040.517,123215.351,141066.194,43460.337,2731.671,146811.667,92370.288,129978.525,129123.384,67874.879,3042.767,139888.429,79699.251,118691.594,126518.624,74003.358,9596.159,118719.154,98835.581
"FT1269",246.073136937703,575.015991210938,89951.62,186412.77,159117.57,83848.91,90877.5,102260.27,121135.39,139343.56,150970.03,79092.86,110365.19,111043.84,97174.68,138060.28,123646.34,78011.87,40957.35,113385.75,105486.67,160908.46,144320.01,82100.9,73969.84,124733.01,89917.74,132664.4,144555.54,57602.01,106780.75,133927.01,102158.55,144277.42,133146.43,49924.61,43458.39,127108.62,110554.24
"FT1270",246.904048259237,976.138244628906,1121252.3,661794.7,950950.7,741959,1104507.2,1326561.2,1100072.1,1039986.3,1003426.3,943036.7,1165452,1297044.5,1039651.5,932908.7,868227.2,717326.4,2257851.2,1425332.3,1044925.5,615643.2,899665.4,744389.1,1111469.8,1375677.9,1047634.3,1009636.5,995799.5,970947.9,1231891.7,1356625.3,1063791.9,992944.2,897626,732567,2387091,1498945.7,1180316.7
"FT1274",247.040660765067,409.007690429688,146385.89,166756.95,115121.76,242811.82,22581.54,68078.84,154171.79,152397.74,118576.79,232220.7,39665.84,65595.56,141480.94,162253.48,97881.35,261187.52,23475.75,63084.79,139167.59,151613.4,120168.65,260448.71,31683.12,74883.84,126686.88,153564.17,121649.29,227790.66,20274.51,70254.48,136739.06,153468.45,106123.69,253295.98,22202.71,67473.11,147664.27
"FT1276",247.057370197711,639.781860351562,230605.7,291952.8,233447.1,123560.1,210978.7,244190.9,215148.2,281290.4,252150.1,122652.2,222248.1,231336.9,189559.3,297529.4,223380.7,132177.5,195209.5,201335.6,206172.9,285164.5,225420.9,147066.5,209335.6,231203.5,204509.6,272703.2,252605.6,141693.4,212768.5,230723.4,200727.5,292974.7,222844.8,142996.4,149327.6,236294.5,220069.3
"FT1279",247.994204135935,273.358001708984,276735.6,227355.7,286351.7,276350.1,170837.1,255605,320881.3,255141.8,325232,331090,198193.5,247103.1,300707.1,259269.1,302489.7,301812.3,203962.4,319286,303515.4,263707.4,292290.4,290318.6,162877.5,244394.1,297560.9,247428.5,328826.3,298408.1,197372.3,255394.5,290167.7,280415.5,299208.5,281302.4,203945.7,290905.4,331908.2
"FT1280",248.054393934969,410.403594970703,3678121,3147174,3482344,2858867,3521806,3851577,3557038,3525953,3410129,3294902,3621790,3706307,3401369,3328104,3183365,2841697,4330817,3706794,3206980,2785060,3200465,2800319,3341051,3696511,3265480,3361316,3198878,3184778,3413930,3485031,3304467,3203253,3083627,2756118,3992515,3499950,3256290
"FT1281",248.057701208926,462.204986572266,32931.74,11358.04,53869.862,3570.035,12115.309,72165.262,34956.215,12139.705,23110.452,3600.469,20874.597,66892.02,19514.109,29823.799,65883.138,0,92689.887,55427.139,29565.067,17207.113,51639.589,0,11369.657,61940.261,28420.865,16392.858,41108.87,0,29766.571,67324.314,27574.687,23213.093,58670.293,0,66237.452,42372.209,25986.69
"FT1282",248.080385573297,85.4702682495117,1223128.3,498183.6,819038.8,423035.1,339358.7,641486.8,1121246,1521784.8,446676.1,410464.3,355404.5,651151.2,989823,1124306.2,1265496.5,495026.5,673060.9,1627146.1,1189077.1,468546.7,837410.9,432433.4,302739.6,621100.9,1618263.2,1613427.2,504431.9,435967.8,368480.9,712513.1,1128041.2,1075161.9,1267307.6,525183,697029,1612313.1,1239627.3
"FT1283",248.080198550979,159.180999755859,515634.9,334023.1,408238.1,305047.8,267562,337225.5,521943.5,685834.4,319989.4,271225,279474.3,335289.4,493228,536003.3,545708,319936.8,234501.3,589284.4,468014.5,281917.9,439979,243551.3,236502.1,287571.6,625927.5,693681.2,262283.3,245077.8,264549.3,348570.3,467733.9,314439.6,516854.3,321193.4,243700,412860.9,486997.2
"FT1285",248.983872929103,544.343017578125,80897.603,46283.477,47132.018,108190.909,6905.414,17124.132,86886.149,41605.134,37614.584,106223.107,11066.192,49857.205,98085.447,67034.147,80931.66,116405.824,21599.648,59590.21,117623.713,69047.391,58244.613,133582.457,13675.477,58431.318,121138.935,66080.484,53780.104,138139.248,12612.208,56272.815,106644.772,79566.261,80024.198,159216.101,33893.303,55223.102,120598.914
"FT1287",249.049506979065,249.433921813965,70796.726,153285.371,165275.88,12639.474,158020.689,94290.885,70169.911,148439.69,170249.465,10792.2,166516.461,81992.658,45846.625,124263.958,104253.786,3128.215,152043.05,111871.245,70847.795,124923.14,169585.01,12308.161,131025.3,91467.556,71532.696,138285.071,159326.921,2636.641,158518.038,73894.966,63616.08,131911.779,117515.48,2661.781,127107.215,95863.262,66453.306
"FT1288",249.055172063928,500.412017822266,701779.6,492700.4,399071.6,859302.9,599582.9,570068.2,740711,529810.5,422669.2,1176496.2,545243.6,560552.6,707040.4,597995.5,475368.1,950677.7,964198.8,522195.2,675036.9,458093.7,425650.5,962959,592935.3,570918.9,721948.1,575937.5,444085.9,1306868.3,540033.7,657450,724870.3,643522.4,476073.3,1019065.3,1009975,557522.6,788086.6
"FT1290",249.113640967806,89.0948028564453,1090023,913694.7,1236608.3,704687.5,898251,1107592.9,1140086,962321.7,1123437.4,510977.3,1351358.7,1202469.1,1039775.1,1584071.6,739565.6,541252.2,1039835.5,1459550.5,1067086.4,882508.3,1182835.8,706129.1,889755.3,1117960.8,1084423.3,887549.6,1118112.4,555723,1386646.3,1236817.3,1147161.9,1627037.6,757821.9,548824.5,1049178,1365154.1,1147266.3
"FT1292",250.010066611565,472.019012451172,54279.38,71857.66,50512.35,33950.72,120687.35,93104.8,73279.74,83970.27,78194.11,46295.75,145724.31,81097.63,58338.82,104684.6,55197.8,30671.24,124028.4,110397.38,65440.96,93291.72,52126.05,35977.04,134184.45,69174.65,65743.27,84878.11,62826.32,39154.27,132631.68,110489.99,53251.77,88482.86,60125.81,34305.7,137812.58,113618.88,69427.7
"FT1293",250.050315194921,409.069213867188,144149.3,123186.18,127751.47,120252.98,130816.27,145539.78,151226.67,133338.16,123553.19,121691.83,142799.86,136540.39,115144.64,130942.52,113106.68,84091.39,118826.86,134412.7,109533.79,93821.47,113522.01,109212.51,126324.51,147794.27,118000.79,122147.81,118211.01,114886.93,129017.32,132677.08,117120.84,124791.05,118260.98,97088.12,143952.16,115227,120870.13
"FT1294",250.058874957081,499.036804199219,49972.17,26683.91,24699.04,65015.44,34498.54,19881.69,60901.11,38497.33,30831.36,81686.03,30561.25,41863.53,56238.84,43273.95,24657.26,68209.7,68495.53,37757.35,50687.07,36538.34,29641.05,74322.11,55706.9,47220.35,46270.67,33192.81,27680.24,90168.06,35408.24,42122.06,58444.43,37989.87,22652.9,67335.62,58423.1,32012.49,57580.7
"FT1295",250.093538074004,517.057922363281,141724.09,81832.76,49322.53,336941.02,61669.67,31708.99,149774.96,55946.85,54290.9,287279.57,19267.6,54418.5,156657.81,72236.78,38991.83,345676.32,46745.5,44337.67,129627.79,80639.32,21927.59,323808.13,48821.24,55417.99,136035.31,98352.83,51695.73,316994.41,43722.76,41369.73,127037.67,65520.38,25759.9,331209.63,42571.29,54056.44,144220.55
"FT1297",250.14530285646,81.8731842041016,651821.7,698447.9,817896.6,905342.5,657874.8,632364.5,707041.4,677957.2,814677.1,720154.9,716005.7,732505.3,645656.6,588321.3,753833,664957.3,528227,558663.6,649872.7,650470.7,717125.9,831099.3,678857.8,574912.1,447129.4,569316,788557,688814.1,634792.7,682765.3,518143.4,543571.3,696796.4,620320.3,498470,482899.5,670356
"FT1298",250.939684324829,964.248870849609,779764.5,805273.6,809463.9,786630.5,858845.7,792074.1,777171.3,797947.6,792256.2,813431,723202.9,814206.4,767331.2,791551.9,810245.3,814106.5,592328.9,712661.9,748370.3,813792.5,770262.6,830044.7,804845.3,765054.4,740544.7,817831.9,780501,762006.8,777566,718072.6,793605.6,789922.5,763039.6,730056.9,577030.3,791327.5,790401.7
"FT1299",250.986702086835,382.648010253906,84112.91,74414.04,38469.43,123063.77,43002.95,55987.53,72597.97,67892.59,46126.58,114450.65,38376,59867.09,77429.95,60325.06,41223.27,91601.59,28533.44,45541.94,66916.09,56927.56,27426.46,113940.47,46477.38,52938.65,57424.58,57281.96,42073.22,106302.66,40894.96,62992.6,67024.36,62765.76,35238.12,105454.21,34906.52,60788.37,66262.45
"FT1300",251.041749994134,768.588989257812,186154.78,196384.01,262388.37,77860.98,146324.7,161510.63,182907.7,212120.66,290469.09,87601.1,132518.86,116665.69,117987.4,170709.51,228571.38,78831.24,157181.43,145038.94,149775.74,153120.89,243267.86,58209.1,141787.93,149776.81,146753.16,186553.87,259154.2,80196.96,141715.08,152810.29,145662.73,195497.6,237332.59,74472.92,160215.09,143808.74,146825.4
"FT1301",251.07880643732,221.483001708984,204713.33,20617.5,26411.56,530834.34,0,54752.95,210068.07,34384.31,11225.67,751574.65,0,92076.7,215505.76,51255.47,42108.93,557946.91,0,29098.05,215875.15,18093.06,32917.6,541734.84,0,54843.35,198154.3,38180.24,19577.01,721041.08,0,92208.46,187384.44,48871.86,31324.94,580990.54,0,50187.38,217625.64
"FT1303",251.201706547441,86.6735382080078,283669.71,99237.69,72837.37,155249.48,103210.61,74823.75,237419.74,59958.94,63661.77,208329.23,139772.66,85895.35,294319.93,68783.4,59836.67,163817.87,69295.31,83375.76,235227.79,76969.3,55440.99,207238.41,95638.49,71244.68,277094.87,55809.84,82387,184016.77,60085.87,74186.52,174950.86,61477.45,42457.57,174010.71,47093.14,40353.37,168276.65
"FT1304",251.469938889024,679.817565917969,425799.7,543541.1,641363.3,329199.8,437005.7,456632.9,391220.4,416131.4,706662.5,136587.6,545436.7,687076.5,751952.9,627140.9,620733.8,331362.8,375447.8,594444.3,433331.8,525655.4,714159.7,344161.3,494106,517015,456269.5,444514.5,699822.3,138382.7,471402.5,461170.4,393169.9,461337.9,427795.5,240185.3,319648,495820.6,385164.4
"FT1307",252.00934332222,353.108123779297,53199.328,8234.291,6608.186,72469.916,0,35273.861,45600.84,13382.229,0,57072.992,0,47693.138,55780.014,13535.448,14188.733,73851.456,0,22205.47,48343.341,11450.435,1803.385,78584.622,0,25988.514,48924.96,17044.215,6122.88,67621.07,0,38070.66,47627.097,25013.183,28102.815,65862.718,0,24678.823,52653.066
"FT1308",252.054919671261,434.188018798828,489353.44,6751.57,9879.107,71492.983,3466674.578,157402.712,500786.528,1722.268,4744.933,79071.338,3376984.419,149127.682,461025.111,5739.218,2589.84,75997.021,2307231.231,129667.858,484257.711,7375.919,3932.913,71186.803,3181788.344,170928.514,462173.403,4110.37,6019.467,62560.268,3365927,149083.148,471316.249,5190.981,8645.785,67669.901,2372238.764,162462.863,483417.956
"FT1312",253.093137478283,427.255081176758,91694.267,127511.034,71983.342,79713.175,119640.798,74279.831,92381.994,88763.534,62082.476,71138.5,112701.61,95900.516,82660.639,96215.492,66983.614,82470.049,8288.487,72050.522,88402.52,117887.854,70018.629,87230.36,111196.487,77757.351,88383.547,89602.051,52624.096,66749.534,103575.72,100981.579,84605.743,84873.238,67845.392,76900.877,8555.589,73190.162,83487.748
"FT1313",253.145129403462,91.3045654296875,133677,261075.9,288067.7,318241.9,233369.7,291248,171731.5,209843.4,290322.4,300684.7,345240,277653,164098,237331.6,283967.6,279540.9,303226,266275.6,174600.3,288439.2,303496,321892.3,283318.5,301052.2,176189.6,212072.2,286914.8,279290,308154.8,311691.6,186082.3,206709.6,340805.1,271351.6,298251.6,274094.6,257953.7
"FT1314",253.217717876679,85.4702911376953,3542524,1385460,1324106,7825334,1444597,1287126,3563894,1164220,1322706,8460931,1431995,1366172,3445237,1535702,1585756,7311494,1296958,1648129,3304814,1284888,1234200,7792019,1330076,1265163,3393002,1113975,1336006,8086464,1419165,1380148,3457146,1493974,1555713,7541637,1324516,1548789,3324034
"FT1318",254.698094124606,172.749374389648,894136.7,1128313.8,1104456.8,456108,1161371.3,823995.6,840982.2,917714.9,1219672.4,416902.9,1328636.6,885215.2,862367.3,817429.8,941551.2,402450.8,735787.2,967067,866630.2,1026679.5,1066467.9,429810.5,1078320.7,826071,803235.3,956684.8,1262709.7,393175.6,1254221,819397.1,773519,840349.6,895276.5,403731.1,668935,972516.1,799100.9
"FT1319",254.698137855655,102.911346435547,305658.16,287942.37,380995.17,111909.37,317698.12,293060.41,243052.28,348346.3,392699,113096.43,430288.25,283143.48,228882.03,280480.69,283468.53,140115.8,347260.07,393996.02,235029.09,313986.7,353365.85,112614.98,310741.69,308307.3,262360.38,295815.65,390567.01,149278.67,408127.86,256761.63,263574.73,260124.69,281363.13,58322.24,323344.77,369706.23,284215.51
"FT1320",254.863135911987,991.913024902344,261922,280567.7,283396.8,282271.4,276870.3,255732.9,284561.3,320305.4,344504.7,342726.5,329834.6,291175.8,329085.8,348918.2,345642.2,371941.3,299511,313807.7,376095.8,378665.3,435793.6,405674.9,390126.1,387033.2,438662,440448.9,467602.6,454541.5,426933.7,412430.1,463410.6,430273.8,477047.9,459254.1,427598.6,478754.9,570314.9
"FT1322",254.904074137215,652.615417480469,280309,218814.3,250663.3,226486.4,350125.9,294805.8,319687.2,263895.5,324183.5,292020.4,352592,263385.2,229746.1,290775.5,280587.8,295709.2,409416.3,371678.8,333531.6,278320.3,343786.3,321094.6,416578.3,376140,354111.7,327924.5,382687,355021.7,439733.5,392808,389844,356122.7,391743.2,354744,588600.7,483970.1,438839.2
"FT1323",254.913467571763,580.420104980469,601098.9,824384.4,905658.2,409283.6,550084,478295.6,557709,882027.4,721289.9,650968.5,600765.8,486141.1,391622.5,1371237,571669.2,493955.1,595176.4,534600.8,496854.8,1019756.6,748288,595376.1,651528,601336.7,538684.1,623644.2,703436.2,429026.9,652833.4,696431.1,615458.6,607696.9,870119,630946.7,810639,732407.4,822112
"FT1326",254.990332771397,245.405303955078,135007.87,29855.92,17732.29,150111.37,0,99025.64,125849.4,64420.53,35733.37,178097.96,0,122413.32,139736.69,73675.04,58151.82,154785.23,0,106596.79,137621.88,34790.07,27469.68,140568.05,0,87959.59,115136.81,67046.78,30780.18,188884.99,0,121903.07,123527.51,73629.55,55341.58,160091.77,0,101027.45,133089.47
"FT1328",255.098932153559,207.465957641602,32022.665,3167.181,0,86187.389,13034.572,1694.402,23678.47,0,1519.349,136598.499,8040.564,0,36968.516,1387.545,3725.185,76799.469,48306.973,0,23146.691,1704.882,2052.803,86131.483,8989.259,0,19708.851,7545.485,2436.669,129052.94,13084.823,0,26971.108,0,4423.788,73402.215,41725.563,0,37949.18
"FT1329",255.23318825835,86.49609375,1050224032,299731467,333990556,263920681,324840393,357142953,1054775150,457285462,304285303,287735750,375247888,409585925,1030697155,328096227,305909307,266218652,446510453,448243809,985840117,281310682,324210405,267644738,341273817,358721209,988114693,452258154,312572711,275942142,378121898,411177061,1016303372,331237296,302508647,268161635,447263642,447804717,996817361
"FT1330",255.837587578335,407.578002929688,102799.44,95212.48,102686.54,72191.48,111912.72,117488.97,102007.97,97232.13,100595.76,85345.67,111003.41,107916.14,97887.09,94747.88,100154.17,85721.63,91990.5,108996.47,105470.9,96099.04,105766.61,86795.34,147085.52,136513.82,114313.37,106065.2,123824.11,102047.96,116408.77,133913.24,123078.45,120157.15,130680.75,88114.93,122480.11,137494.33,124845.08
"FT1331",255.981821208195,273.268096923828,528682,551561.1,555055.3,348735.5,566251.6,578280.6,498725.3,528325.7,558934.3,354089.9,561741.2,501476.5,462794.3,494586.5,517352.5,250714.3,598349.7,572728.3,473770.4,535732.1,534473.3,236294.2,536347.1,510256.2,473140.8,516139.2,527999.8,336876.5,532171.2,514634.3,483184,488504.8,502003.5,195668.8,599235.8,554910.9,462779.3
"FT1332",256.059628001352,408.970184326172,812647,657703.2,696694.7,1019513.5,562422.5,644193.5,795350,621806.7,662572.4,1059067,580565,689124.5,810020.6,722472.1,691924.2,1054798.4,531957.9,589322.3,733388.5,639010.6,697298.1,1063840.1,560064.1,621382.7,742578.4,621689.8,614907.1,1063714.9,562983.9,673631.3,764574.4,694756.1,658492.1,1072034,528345.5,601190.8,759676.9
"FT1333",256.094158675473,206.067993164062,67837.31,71725.83,56648.82,70056.85,95452.98,71168.98,77335.44,66636.98,63066.85,64747.93,79556.12,85617.37,71631.9,71599.52,67115.22,72907.59,142391.12,73708.05,83331.77,46507.66,54123.64,71559.87,90806.06,68083.58,76469.56,73323.72,53177.6,68571.52,67844.04,92004.02,82383.27,71931.36,62486.04,84937.52,123038.14,74513.59,65513.05
"FT1337",256.870152124037,991.880676269531,281098,274383.3,293886.8,280560.9,243670.6,253845.8,263745.8,260938.3,305350.9,283650.8,247747.9,251825,258542.5,277556.7,265244.6,289016.4,218120,225974.8,271762.7,269496.5,288292.4,269316,257545.1,226356.5,248484.7,242188.3,276646.8,266221.3,251354.4,220616.8,265504.1,235896.7,261854.1,286146.1,217993.1,235814.5,258880.3
"FT1339",257.078526236244,507.261993408203,133111.31,113714.43,109466.31,104705.76,98519.79,166916.73,139700.67,100731.27,121094.98,106761.45,110925.5,180090.41,110384.08,121401.3,107603,114774.36,97014.14,160857.92,120898.98,95166.65,111215.85,113928.02,84085.97,162138.9,149553.06,94948.44,115393.94,112228.12,116774.84,169489.05,107007.54,115605.05,120364.07,96636.34,81741.89,169425.64,116676.33
